match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,generated_at
3942227,10,1,England,Switzerland,0,0,Quarter-finals,General,Ezri Konsa Ngoyo,England,"[General] England dominating possession, controlling the midfield early on.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:03.483863
3942227,11,1,England,Switzerland,0,0,Quarter-finals,General,Breel-Donald Embolo,Switzerland,"[General] England in control, dominating midfield for the last two minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:08.514088
3942227,12,1,England,Switzerland,0,0,Quarter-finals,General,John Stones,England,"[General] England in control, dominating midfield for the last three minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:11.234521
3942227,13,1,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Declan Rice,England,[Shot Blocked] Attempt blocked. Declan Rice's right footed shot from the edge of the box denied by Fabian Schär.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:12.387859
3942227,14,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Fabian Lukas Schär,Switzerland,[Foul] Foul by Declan Rice (England) on Fabian Schär (Switzerland) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:13.456190
3942227,15,1,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Kobbie Mainoo,England,[Shot Blocked] Attempt blocked. Kobbie Mainoo's right footed shot from the edge of the box denied by Ricardo Rodríguez.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:14.578400
3942227,16,1,England,Switzerland,0,0,Quarter-finals,General,Yann Sommer,Switzerland,"[General] Switzerland dominating possession, controlling the midfield early on.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:17.919129
3942227,17,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Remo Freuler,Switzerland,[Foul] Free kick awarded to Switzerland. Declan Rice fouls Breel-Donald Embolo in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:19.777060
3942227,18,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Granit Xhaka,Switzerland,[Foul] Free kick awarded to England. Foul by Granit Xhaka on Kyle Walker in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:20.874090
3942227,19,1,England,Switzerland,0,0,Quarter-finals,General,Kyle Walker,England,"[General] England dominating midfield, controlling the pace of the game.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:24.997395
3942227,20,1,England,Switzerland,0,0,Quarter-finals,General,Fabian Lukas Schär,Switzerland,"[General] England in control, dominating midfield for the last 2 minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:28.028154
3942227,21,1,England,Switzerland,0,0,Quarter-finals,Shot (Wayward),Harry Kane,England,"[Shot Missed] Wayward header from Harry Kane, England remains scoreless.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:30.374558
3942227,22,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Phil Foden,England,[Foul] Free kick awarded to England. Foden brought down on the right wing.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:32.167874
3942227,23,1,England,Switzerland,0,0,Quarter-finals,General,John Stones,England,"[General] Switzerland maintains control, expertly managing England's attacks in their defensive third.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:36.446409
3942227,24,1,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Breel-Donald Embolo,Switzerland,[Shot Blocked] Attempt blocked. Breel-Donald Embolo's left footed shot from the center of the box denied by Ezri Konsa.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:37.608739
3942227,25,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Kobbie Mainoo,England,[Foul] Free kick awarded to England after Xhaka fouls Mainoo in the defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:38.618634
3942227,26,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Ezri Konsa Ngoyo,England,[Foul] Foul by Xhaka (Switzerland) on Ezri Konsa Ngoyo (England). Free kick awarded.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:39.777310
3942227,27,1,England,Switzerland,0,0,Quarter-finals,General,Kyle Walker,England,"[General] England maintaining control in midfield, but Switzerland's momentum is rising.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:01:44.066637
3942227,28,1,England,Switzerland,0,0,Quarter-finals,General,Granit Xhaka,Switzerland,"[General] England in control, dominating midfield for the last 2 minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:48.300198
3942227,29,1,England,Switzerland,0,0,Quarter-finals,Corner,Kieran Trippier,England,"[Corner] Corner to England. Kieran Trippier delivers, conceded by Granit Xhaka.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:49.267643
3942227,30,1,England,Switzerland,0,0,Quarter-finals,Corner,Kieran Trippier,England,"[Corner] Corner to England, delivered by Kieran Trippier, conceded by Fabian Rieder.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:50.288113
3942227,31,1,England,Switzerland,0,0,Quarter-finals,Yellow Card,Fabian Lukas Schär,Switzerland,[Yellow Card] Lukas Schär (Switzerland) shown a yellow card for a foul on Jude Bellingham.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:51.398254
3942227,32,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Kieran Trippier,England,[Foul] Free kick awarded to Switzerland. Saka (England) fouls Xhaka on the right wing.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:52.431658
3942227,33,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Rice (England) on Akanji (Switzerland). Free kick awarded in Switzerland's defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:54.526452
3942227,34,1,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Rice (England) on Akanji (Switzerland) leads to a free kick in the attacking third.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:55.654802
3942227,35,1,England,Switzerland,0,0,Quarter-finals,General,Granit Xhaka,Switzerland,"[General] England dominating midfield, controlling the pace of the game.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:01:59.919046
3942227,36,1,England,Switzerland,0,0,Quarter-finals,General,Kieran Trippier,England,"[General] Switzerland dominating possession, controlling the midfield with ease.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:03.963205
3942227,37,1,England,Switzerland,0,0,Quarter-finals,General,Phil Foden,England,"[General] Switzerland in control, dominating midfield for the last 2 minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:07.882426
3942227,38,1,England,Switzerland,0,0,Quarter-finals,General,Ricardo Iván Rodríguez Araya,Switzerland,"[General] Switzerland in control, dominating midfield for the last three minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:13.880042
3942227,39,1,England,Switzerland,0,0,Quarter-finals,General,Ezri Konsa Ngoyo,England,"[General] Switzerland in control, dominating possession in the defensive third for 4 minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:19.636443
3942227,40,1,England,Switzerland,0,0,Quarter-finals,General,Ezri Konsa Ngoyo,England,"[General] England dominating midfield, controlling the pace of the game.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:23.919927
3942227,41,1,England,Switzerland,0,0,Quarter-finals,General,Declan Rice,England,"[General] England dominating midfield, controlling play for the last 2 minutes. Momentum rising as they look to capitalize before halftime.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:02:28.774757
3942227,42,1,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Bukayo Saka,England,[Shot Blocked] Attempt blocked. Bukayo Saka's left footed shot from the edge of the box denied by Fabian Schär.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:30.016651
3942227,43,1,England,Switzerland,0,0,Quarter-finals,General,Kyle Walker,England,"[General] England dominating possession, controlling the midfield as the first half nears its end.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:36.045217
3942227,44,1,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Kobbie Mainoo,England,[Shot Blocked] Attempt blocked. Kobbie Mainoo's right footed shot from the centre of the box denied by Granit Xhaka.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:37.202697
3942227,45,1,England,Switzerland,0,0,Quarter-finals,General,,England,"[General] Switzerland dominating possession, controlling the midfield as the first half concludes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:38.218296
3942227,45,2,England,Switzerland,0,0,Quarter-finals,Kick Off,,Switzerland,[Kick Off] The second half is underway. England and Switzerland still level at 0-0.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:39.451378
3942227,46,2,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Bukayo Saka,England,[Shot Blocked] Attempt blocked. Bukayo Saka's left footed shot from the centre of the box denied by Michel Aebischer.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:41.424216
3942227,47,2,England,Switzerland,0,0,Quarter-finals,General,Ruben Vargas,Switzerland,"[General] England dominating possession, controlling the midfield early in the second half.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:47.298157
3942227,48,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Bukayo Saka,England,[Foul] Foul by Kyle Walker (England) on Ruben Vargas (Switzerland). Free kick awarded in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:49.217068
3942227,49,2,England,Switzerland,0,0,Quarter-finals,Injury,Ruben Vargas,Switzerland,[Injury] Injury concern for Switzerland as Ruben Vargas goes down.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:50.928008
3942227,50,2,England,Switzerland,0,0,Quarter-finals,Injury,Remo Freuler,Switzerland,"[Injury] Remo Freuler (Switzerland) goes down, receiving medical attention on the pitch.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:52.221257
3942227,51,2,England,Switzerland,0,0,Quarter-finals,General,Ricardo Iván Rodríguez Araya,Switzerland,"[General] Switzerland dominating possession, controlling the midfield early in the second half.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:57.052170
3942227,52,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Breel-Donald Embolo (Switzerland) on Ezri Konsa (England). Free kick awarded.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:02:59.000128
3942227,53,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Kieran Trippier,England,[Free Kick] Free kick to England! Kieran Trippier fouled on the right wing.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:00.070205
3942227,54,2,England,Switzerland,0,0,Quarter-finals,General,Michel Aebischer,Switzerland,"[General] Switzerland dominating possession, controlling the midfield in this quarter-final clash.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:05.238323
3942227,55,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Harry Kane (England) on Manuel Akanji (Switzerland). Free kick awarded in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:06.393655
3942227,56,2,England,Switzerland,0,0,Quarter-finals,Shot (Blocked),Breel-Donald Embolo,Switzerland,[Shot Blocked] Attempt blocked. Breel-Donald Embolo's header from the center of the box denied by Ezri Konsa.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:08.539420
3942227,57,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Jude Bellingham,England,[Foul] Free kick awarded to England after a foul on Jude Bellingham in the attacking third.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:09.584853
3942227,58,2,England,Switzerland,0,0,Quarter-finals,General,Declan Rice,England,"[General] Switzerland in control of midfield, building pressure with rising momentum.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:03:13.408847
3942227,59,2,England,Switzerland,0,0,Quarter-finals,Corner,Ruben Vargas,Switzerland,[Corner] Corner to Switzerland. Declan Rice concedes after pressure from Ruben Vargas.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:14.350857
3942227,60,2,England,Switzerland,0,0,Quarter-finals,Corner,Fabian Rieder,Switzerland,"[Corner] Corner to Switzerland. Conceded by Bukayo Saka, delivered by Fabian Rieder.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:15.558302
3942227,61,2,England,Switzerland,0,0,Quarter-finals,General,Ruben Vargas,Switzerland,"[General] Switzerland dominating midfield, controlling the pace of the game.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:21.028202
3942227,62,2,England,Switzerland,0,0,Quarter-finals,Substitution,Fabian Rieder,Switzerland,[Substitution] Tactical change for Switzerland. Steven Zuber replaces Fabian Rieder.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:22.792186
3942227,63,2,England,Switzerland,0,0,Quarter-finals,Substitution,Ruben Vargas,Switzerland,[Substitution] Tactical change for Switzerland. Silvan Widmer replaces Ruben Vargas.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:23.884558
3942227,64,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Ezri Konsa Ngoyo,England,[Foul] Foul by Xhaka (Switzerland) on Ezri Konsa Ngoyo (England). Free kick awarded on the right wing.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:25.079886
3942227,65,2,England,Switzerland,0,0,Quarter-finals,Shot (Off T),Michel Aebischer,Switzerland,[Shot Missed] Attempt missed. Michel Aebischer's right footed shot from the centre of the box goes over the target.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:26.394111
3942227,66,2,England,Switzerland,0,0,Quarter-finals,Yellow Card,Harry Kane,England,[Yellow Card] Harry Kane (England) shown a yellow card for a foul on Manuel Akanji (Switzerland).,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:27.578431
3942227,67,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Declan Rice (England) on Manuel Akanji (Switzerland) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:28.694487
3942227,68,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Declan Rice,England,[Foul] Free kick awarded to England. Foul by Akanji on Declan Rice.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:30.806288
3942227,69,2,England,Switzerland,0,0,Quarter-finals,Foul,Harry Kane,England,[Foul] Foul by Manuel Akanji (Switzerland) on Harry Kane (England) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:32.142578
3942227,70,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Harry Kane,England,[Foul] Foul by Akanji (Switzerland) on Harry Kane (England) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:33.390947
3942227,71,2,England,Switzerland,0,0,Quarter-finals,General,Silvan Widmer,Switzerland,"[General] England dominating possession, controlling the midfield in this quarter-final clash.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:42.687076
3942227,72,2,England,Switzerland,0,0,Quarter-finals,Foul,Granit Xhaka,Switzerland,[Foul] Foul by Jude Bellingham (England) on Granit Xhaka (Switzerland) in the defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:43.797419
3942227,73,2,England,Switzerland,0,0,Quarter-finals,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Rice (England) on Akanji (Switzerland). Free kick awarded in Switzerland's defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:45.838048
3942227,74,2,England,Switzerland,0,1,Quarter-finals,Goal,Breel-Donald Embolo,Switzerland,"[Goal] Goal! England 0, Switzerland 1. Breel-Donald Embolo scores with a right-footed shot from the six-yard box.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:47.058979
3942227,75,2,England,Switzerland,0,1,Quarter-finals,General,Jude Bellingham,England,"[General] England dominating possession in midfield, looking to find an equalizer.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:03:51.943586
3942227,76,2,England,Switzerland,0,1,Quarter-finals,General,Michel Aebischer,Switzerland,"[General] England is building momentum with 62% possession, pushing for an equalizer.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:03:56.563927
3942227,77,2,England,Switzerland,0,1,Quarter-finals,Substitution,Kobbie Mainoo,England,[Substitution] Double change for England. Luke Shaw and Eberechi Eze on for Kobbie Mainoo and Kieran Trippier.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:57.742052
3942227,78,2,England,Switzerland,0,1,Quarter-finals,Substitution,Ezri Konsa Ngoyo,England,[Substitution] Substitution for England. Cole Palmer replaces Ezri Konsa Ngoyo for tactical reasons.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:03:59.664392
3942227,79,2,England,Switzerland,1,1,Quarter-finals,Goal,Bukayo Saka,England,"[Goal] Goal! England 1, Switzerland 1. Bukayo Saka scores with a left-footed shot from the left side of the box.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:01.706514
3942227,80,2,England,Switzerland,1,1,Quarter-finals,General,Breel-Donald Embolo,Switzerland,"[General] Switzerland gaining control in midfield, building confidence as the match progresses.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:06.814681
3942227,81,2,England,Switzerland,1,1,Quarter-finals,General,Eberechi Eze,England,"[General] England in control in midfield, maintaining possession as they seek to extend their lead.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:11.753955
3942227,82,2,England,Switzerland,1,1,Quarter-finals,Shot (Blocked),Harry Kane,England,[Shot Blocked] Attempt blocked. Harry Kane's right-footed shot from the center of the box denied by Fabian Schär.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:12.978251
3942227,83,2,England,Switzerland,1,1,Quarter-finals,Free Kick,Kyle Walker,England,[Foul] Foul by Akanji (Switzerland) on Kyle Walker (England) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:14.097605
3942227,84,2,England,Switzerland,1,1,Quarter-finals,Yellow Card,Silvan Widmer,Switzerland,[Yellow Card] Silvan Widmer (Switzerland) receives a yellow card for a foul on Cole Palmer (England).,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:16.106452
3942227,85,2,England,Switzerland,1,1,Quarter-finals,Free Kick,Kyle Walker,England,[Foul] Foul by Akanji (Switzerland) on Kyle Walker (England) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:17.112898
3942227,86,2,England,Switzerland,1,1,Quarter-finals,Free Kick,Eberechi Eze,England,[Free Kick] Free kick to England in a promising position after Eze is fouled.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:18.966086
3942227,87,2,England,Switzerland,1,1,Quarter-finals,Shot (Off T),Eberechi Eze,England,[Shot Missed] Attempt missed. Eberechi Eze's right footed shot from the right side of the box goes wide.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:20.438355
3942227,88,2,England,Switzerland,1,1,Quarter-finals,Foul,Cole Palmer,England,[Foul] Foul by Fabian Schär (Switzerland) on Cole Palmer (England) near the box.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:22.451870
3942227,89,2,England,Switzerland,1,1,Quarter-finals,Shot (Off T),Dan Ndoye,Switzerland,[Shot Missed] Attempt missed. Dan Ndoye's right footed shot from the right side of the box goes wide.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:23.505135
3942227,90,2,England,Switzerland,1,1,Quarter-finals,General,Ricardo Iván Rodríguez Araya,Switzerland,"[General] Switzerland gaining control in midfield, increasing pressure as the match nears its end.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:28.776343
3942227,91,2,England,Switzerland,1,1,Quarter-finals,General,Fabian Lukas Schär,Switzerland,"[General] Switzerland dominating midfield, maintaining control for the last two minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:29.736303
3942227,92,2,England,Switzerland,1,1,Quarter-finals,Shot (Off T),Steven Zuber,Switzerland,[Shot Missed] Attempt missed. Steven Zuber's right footed shot from the center of the box goes over the bar.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:30.983878
3942227,90,3,England,Switzerland,1,1,Quarter-finals,Kick Off,,Switzerland,[Kick Off] Extra Time First Half begins. England and Switzerland locked at 1-1.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:33.071190
3942227,91,3,England,Switzerland,1,1,Quarter-finals,General,Fabian Lukas Schär,Switzerland,"[General] Switzerland in control, dominating possession in midfield as extra time progresses.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:36.443662
3942227,92,3,England,Switzerland,1,1,Quarter-finals,Foul,Phil Foden,England,[Foul] Foul by Michel Aebischer (Switzerland) on Phil Foden (England) in midfield.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:38.303240
3942227,93,3,England,Switzerland,1,1,Quarter-finals,General,Jordan Pickford,England,"[General] England maintaining control in midfield, but Switzerland building momentum late in extra time.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:42.725826
3942227,94,3,England,Switzerland,1,1,Quarter-finals,Shot (Saved),Declan Rice,England,[Shot Saved] Attempt saved! Declan Rice's right-footed shot from the edge of the box denied by Yann Sommer.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:43.857677
3942227,95,3,England,Switzerland,1,1,Quarter-finals,Corner,Eberechi Eze,England,"[Corner] Corner for England! Eberechi Eze delivers, conceded by Yann Sommer.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:44.759157
3942227,96,3,England,Switzerland,1,1,Quarter-finals,General,Michel Aebischer,Switzerland,"[General] England controlling midfield, but Switzerland maintains momentum with a 4-minute positive streak.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:50.291818
3942227,97,3,England,Switzerland,1,1,Quarter-finals,Substitution,Dan Ndoye,Switzerland,"[Substitution] Tactical change for Switzerland. Dan Ndoye off, Denis Lemi Zakaria Lako Lado on.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:52.011802
3942227,97,3,England,Switzerland,1,1,Quarter-finals,Injury,Harry Kane,England,"[Injury] Harry Kane (England) is down, receiving medical attention on the pitch.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:53.107767
3942227,98,3,England,Switzerland,1,1,Quarter-finals,General,Denis Lemi Zakaria Lako Lado,Switzerland,"[General] Switzerland in control, dominating midfield play as they apply pressure on England.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:04:58.040778
3942227,99,3,England,Switzerland,1,1,Quarter-finals,Free Kick,Declan Rice,England,[Free Kick] Free kick awarded to England. Eberechi Eze fouled by Fabian Schär on the right wing.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:04:59.056570
3942227,100,3,England,Switzerland,1,1,Quarter-finals,Shot (Blocked),Phil Foden,England,[Shot Blocked] Attempt blocked. Phil Foden's left-footed shot from the edge of the box denied by Manuel Akanji.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:01.327144
3942227,101,3,England,Switzerland,1,1,Quarter-finals,Shot (Saved),Jude Bellingham,England,[Shot Saved] England applying pressure! Jude Bellingham's left-footed shot saved by Yann Sommer.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:02.521480
3942227,102,3,England,Switzerland,1,1,Quarter-finals,Foul,Bukayo Saka,England,[Foul] Foul by Steven Zuber (Switzerland) on Bukayo Saka (England) in the defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:03.821735
3942227,103,3,England,Switzerland,1,1,Quarter-finals,Free Kick,Kyle Walker,England,[Free Kick] Free kick awarded to England after a foul on Kyle Walker in the defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:04.908865
3942227,104,3,England,Switzerland,1,1,Quarter-finals,Free Kick,Declan Rice,England,[Free Kick] Free kick awarded to England after a foul on Declan Rice in their defensive half.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:06.386729
3942227,105,3,England,Switzerland,1,1,Quarter-finals,General,,England,"[General] Switzerland in control, maintaining possession as they probe England's defense.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:07.366869
3942227,105,4,England,Switzerland,1,1,Quarter-finals,Kick Off,,England,[Kick Off] Extra Time Second Half begins. England and Switzerland locked at 1-1.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:08.493349
3942227,105,4,England,Switzerland,1,1,Quarter-finals,Injury,Harry Kane,England,[Injury] Injury concern for England as Harry Kane goes down.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:09.482836
3942227,106,4,England,Switzerland,1,1,Quarter-finals,General,Fabian Lukas Schär,Switzerland,"[General] Switzerland in control of midfield, dictating the pace in extra time.",gpt-4o-mini,gpt-4o,True,2025-12-29T15:05:12.511806
3942227,107,4,England,Switzerland,1,1,Quarter-finals,General,Fabian Lukas Schär,Switzerland,"[General] Switzerland in control, dominating midfield for the last 2 minutes.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:16.045013
3942227,108,4,England,Switzerland,1,1,Quarter-finals,Substitution,Breel-Donald Embolo,Switzerland,[Substitution] Tactical change for Switzerland. Xherdan Shaqiri replaces Breel-Donald Embolo.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:18.160233
3942227,108,4,England,Switzerland,1,1,Quarter-finals,Injury,Ricardo Iván Rodríguez Araya,Switzerland,"[Injury] Injury concern for Switzerland, Iván Rodríguez down on the pitch.",gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:19.370540
3942227,109,4,England,Switzerland,1,1,Quarter-finals,Substitution,Harry Kane,England,[Substitution] Substitution for England. Harry Kane makes way for Ivan Toney. Tactical change as extra time continues.,gpt-4o-mini,gpt-4o,False,2025-12-29T15:05:20.561822
