match_id,minute,period,event_index,home_team,away_team,home_score,away_score,stage,detected_type,player,team,location,event_count,play_patterns,event_types,rule_based_commentary,sequence_commentary,llm_commentary,model,generated_at,v3_consecutive_generals,v3_domination_team,v3_domination_streak,v3_multi_shots_count,v3_multi_shots_scenario,v3_multi_corners_count,v3_multi_fouls_count,v3_multi_subs_count,v3_multi_offsides_count,event_distance,event_phase,event_period,event_stage,has_chain,event_delivered_by,event_conceded_by,event_committed_by,event_committed_team,event_fouled_player,event_fouled_team,event_foul_committed_by,event_foul_committed_team,event_injured_player,event_injured_team,event_outcome,event_body_part,event_blocked_by,event_carded_player,event_carded_team,event_saved_by,event_player_off,event_substitution_info,event_scorer,event_assisted_by
3943043,10,1,0,Spain,England,0,0,Final,Free Kick,Luke Shaw,England,right wing,27,From Free Kick(27),"Pass(10), Ball Receipt*(8), Carry(7), Foul Committed(1), Foul Won(1)","Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third","[9:29] Jude Bellingham is fouled, Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third, ⚠️ FOUL by Marc Guehi in the central attacking third",[Foul] Foul by Marc Guehi (England) on Aymeric Laporte (Spain). Free kick awarded on the right wing.,gpt-4o-mini,2025-12-09T17:00:52.346134,0,,0,0,,0,0,0,0,long range,,,,False,,,,,Aymeric Laporte,Spain,Marc Guehi,England,,,,,,,,,,,,
3943043,11,1,0,Spain,England,0,0,Final,Injury,Kyle Walker,England,,16,From Free Kick(16),"Ball Receipt*(4), Pass(3), Carry(3), Ball Recovery(1), Pressure(1)",⏸️ PLAY STOPPED - Kyle Walker (England) is down injured,"[11:13] Crucial block by John Stones!, The goalkeeper deals with it, ⏸️ PLAY STOPPED - Kyle Walker (England) is down injured . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air to Rodrigo Hernández Cascante into the central attacking third, Rodrigo Hernández Cascante receives under pressure in the central attacking third",[Injury] Injury concern for England as Kyle Walker goes down.,gpt-4o-mini,2025-12-09T17:00:53.266194,0,,0,0,,0,0,0,0,,,,,False,,,,,,,,,Kyle Walker,England,,,,,,,,,,
3943043,12,1,0,Spain,England,0,0,Final,Shot (Off T),Robin Aime Robert Le Normand,Spain,centre of the box,8,From Corner(8),"Pass(2), Ball Receipt*(2), Duel(1), Pressure(1), Shot(1)","Robin Aime Robert Le Normand under pressure, shoots with the right foot from a DANGEROUS position (7m out!) - just wide!","[11:13] Crucial block by John Stones!, The goalkeeper deals with it, ⏸️ PLAY STOPPED - Kyle Walker (England) is down injured . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air to Rodrigo Hernández Cascante into the central attacking third, Rodrigo Hernández Cascante receives under pressure in the central attacking third",[Shot Missed] Attempt missed. Robin Le Normand's right footed shot from the centre of the box goes wide.,gpt-4o-mini,2025-12-09T17:00:55.407800,0,,0,0,,8,0,0,0,inside the box,,,,False,,,,,,,,,,,Off T,Right Foot,,,,,,,,
3943043,13,1,0,Spain,England,0,0,Final,General,Jude Bellingham,England,defensive half,34,"Regular Play(33), From Goal Kick(1)","Pass(12), Ball Receipt*(11), Carry(9), Ball Recovery(1), Clearance(1)",Jude Bellingham surges forward on a BRILLIANT run from the right defensive third into the right midfield - BUT LOSES IT!,"[13:54] Phil Foden under pressure, plays a medium pass to Jude Bellingham, Jude Bellingham surges forward on a BRILLIANT run from the right defensive third into the right midfield - BUT LOSES IT! . Lamine Yamal Nasraoui Ebana closes down Jude Bellingham, Álvaro Borja Morata Martín closes down the ball carrier . Jude Bellingham under MASSIVE pressure, plays a short pass along the ground to Phil Foden, but the pass doesn't find its target","[General] Spain dominating possession with 82%, primarily in England's defensive third.",gpt-4o-mini,2025-12-09T17:00:56.511070,1,,0,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,14,1,0,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,defensive half,24,"From Throw In(19), Regular Play(5)","Pass(6), Ball Receipt*(6), Pressure(4), Carry(4), Block(1)",Aymeric Laporte clears the danger,"[14:38] Bukayo Saka under pressure, carries the ball from the central attacking third into the left attacking third under pressure, plays a dangerous medium pass forward along the ground to Kyle Walker into the DANGER ZONE, Kyle Walker receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass to Phil Foden into the central attacking third, but the pass doesn't find its target","[General] England asserting dominance with 100% possession, particularly in midfield. Phil Foden leading the charge.",gpt-4o-mini,2025-12-09T17:00:57.735784,2,,0,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,15,1,0,Spain,England,0,0,Final,Corner,Phil Foden,England,six yard box,35,From Corner(35),"Pass(10), Carry(10), Ball Receipt*(9), Pressure(4), Clearance(1)","Phil Foden under pressure, delivers the corner a dangerous long pass  into the central attacking third, INTERCEPTED! England loses the ball","[14:38] Bukayo Saka under pressure, carries the ball from the central attacking third into the left attacking third under pressure, plays a dangerous medium pass forward along the ground to Kyle Walker into the DANGER ZONE, Kyle Walker receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass to Phil Foden into the central attacking third, but the pass doesn't find its target","[Corner] Corner to England. Phil Foden delivers, conceded by Aymeric Laporte.",gpt-4o-mini,2025-12-09T17:00:58.856325,0,,0,0,,35,0,0,0,close range,,,,False,Phil Foden,Aymeric Laporte,,,,,,,,,,,,,,,,,,
3943043,16,1,0,Spain,England,0,0,Final,Shot (Blocked),Declan Rice,England,edge of the box,61,"From Corner(57), Regular Play(4)","Pass(17), Ball Receipt*(14), Carry(11), Pressure(8), Block(3)","Declan Rice under pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!","[16:10] Bukayo Saka surges forward on a BRILLIANT run from the left midfield into the left attacking third - BUT LOSES IT! . Marc Cucurella Saseta closes down Bukayo Saka . Bukayo Saka under pressure, delivers the corner a dangerous medium pass back along the ground to Declan Rice into the central attacking third . Rodrigo Hernández Cascante closes down Bukayo Saka . Declan Rice receives under pressure in the central attacking third",[Shot Blocked] Attempt blocked. Declan Rice's right footed shot from the edge of the box denied by Rodri.,gpt-4o-mini,2025-12-09T17:01:00.193662,0,,0,0,,57,0,0,0,outside the box,,,,False,,,,,,,,,,,Blocked,Right Foot,Rodrigo Hernández Cascante,,,,,,,
3943043,17,1,0,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,right wing,38,"From Throw In(34), Regular Play(4)","Pass(13), Ball Receipt*(12), Carry(11), Block(1), Pressure(1)","Aymeric Laporte under pressure, plays a medium pass forward along the ground to Daniel Olmo Carvajal","[17:59] Aymeric Laporte under pressure, plays a medium pass forward along the ground to Daniel Olmo Carvajal, Daniel Olmo Carvajal under pressure, carries the ball from the right midfield into the right attacking third under pressure, plays a medium pass along the ground to Álvaro Borja Morata Martín into the central attacking third, but the pass doesn't find its target, Lamine Yamal Nasraoui Ebana closes down the ball carrier, Álvaro Borja Morata Martín receives under pressure in the central at",[General] Spain maintaining total control with 100% possession in the defensive third.,gpt-4o-mini,2025-12-09T17:01:01.224455,1,,0,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,18,1,0,Spain,England,0,0,Final,General,Jordan Pickford,England,defensive half,33,"From Throw In(31), From Keeper(2)","Ball Receipt*(10), Pass(10), Carry(9), Pressure(2), Clearance(1)","Jordan Pickford under pressure, carries the ball","[18:50] Jordan Pickford under pressure, carries the ball under pressure, plays a medium pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Jude Bellingham, Jude Bellingham under pressure, carries the ball from the right defensive third into the right midfield - BUT LOSES IT!","[General] Spain dominating possession with 93.9%, controlling the midfield for 2 minutes.",gpt-4o-mini,2025-12-09T17:01:02.832291,2,Spain,2,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,19,1,0,Spain,England,0,0,Final,Foul,Daniel Olmo Carvajal,Spain,attacking third,47,"From Throw In(38), From Keeper(9)","Pass(13), Carry(13), Ball Receipt*(11), Pressure(5), Ball Recovery(1)",Daniel Olmo Carvajal is fouled,"[19:29] Daniel Olmo Carvajal is fouled under pressure, carries the ball under pressure, plays a short pass along the ground to Fabián Ruiz Peña, Fabián Ruiz Peña under pressure, carries the ball - BUT LOSES IT! . Kobbie Mainoo closes down Fabián Ruiz Peña",[Foul] Foul by Declan Rice (England) on Daniel Olmo (Spain) in the attacking third.,gpt-4o-mini,2025-12-09T17:01:03.984382,0,,0,0,,0,0,0,0,long range,,,,False,,,Declan Rice,England,Daniel Olmo Carvajal,Spain,,,,,,,,,,,,,,
3943043,20,1,0,Spain,England,0,0,Final,Foul,Marc Cucurella Saseta,Spain,right side of the box,58,"From Throw In(48), Regular Play(10)","Ball Receipt*(17), Carry(17), Pass(16), Pressure(5), Foul Committed(1)",Marc Cucurella Saseta is fouled,"[20:03] Marc Cucurella Saseta is fouled under pressure, carries the ball under pressure, plays a long pass back along the ground to Aymeric Laporte, Aymeric Laporte under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Rodrigo Hernández Cascante",[Foul] Foul by Bukayo Saka (England) on Marc Cucurella Saseta (Spain) near the box.,gpt-4o-mini,2025-12-09T17:01:05.954640,0,,0,0,,0,0,0,0,long range,,,,False,,,Bukayo Saka,England,Marc Cucurella Saseta,Spain,,,,,,,,,,,,,,
3943043,21,1,0,Spain,England,0,0,Final,Free Kick,Jordan Pickford,England,defensive half,20,"From Free Kick(14), Regular Play(6)","Pass(7), Ball Receipt*(6), Duel(3), Carry(1), Pressure(1)","Jordan Pickford under pressure, delivers the free kick a long ball forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target","[21:01] Phil Foden is fouled, Jordan Pickford under pressure, delivers the free kick a long ball forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target, Harry Kane in the duel . Aymeric Laporte under pressure, delivers the free kick a short pass forward through the air to Daniel Olmo Carvajal, but the pass doesn't find its target . Declan Rice under pressure, delivers the free kick a short pass through the air to Harry Kane into the central a",[Foul] Foul by Marc Cucurella (Spain) on Phil Foden (England) in the defensive half.,gpt-4o-mini,2025-12-09T17:01:07.228361,0,,0,0,,0,0,0,0,long range,,,,False,,,,,Phil Foden,England,Marc Cucurella Saseta,Spain,,,,,,,,,,,,
3943043,22,1,0,Spain,England,0,0,Final,Free Kick,Daniel Olmo Carvajal,Spain,midfield,50,"Regular Play(20), From Throw In(18), From Keeper(8), From Free Kick(4)","Ball Receipt*(14), Pass(14), Carry(8), Pressure(7), Duel(2)",Daniel Olmo Carvajal receives,"[21:56] John Stones under pressure, delivers the free kick a medium pass forward through the air to Phil Foden into the central attacking third, INTERCEPTED! England loses the ball . Álvaro Borja Morata Martín in the duel, Robin Aime Robert Le Normand under pressure, delivers the free kick a medium pass forward through the air to Daniel Olmo Carvajal, but the pass doesn't find its target . Declan Rice under pressure, delivers the free kick a medium pass forward through the air to Phil Foden into",[Foul] Foul by Declan Rice (England) on Daniel Olmo Carvajal (Spain) in midfield.,gpt-4o-mini,2025-12-09T17:01:08.281813,0,,0,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,23,1,0,Spain,England,0,0,Final,Corner,Lamine Yamal Nasraoui Ebana,Spain,six yard box,10,From Corner(10),"Pass(2), Ball Receipt*(2), Clearance(1), Ball Recovery(1), Carry(1)","Lamine Yamal Nasraoui Ebana under pressure, delivers the corner a dangerous medium pass back along the ground to Nicholas Williams Arthuer into the DANGER ZONE","[22:54] Daniel Olmo Carvajal under pressure, carries the ball under pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana into the left attacking third, Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Lamine Yamal Nasraoui Ebana","[Corner] Corner for Spain, delivered by Lamine Yamal. Conceded by Marc Guehi. Open game unfolding.",gpt-4o-mini,2025-12-09T17:01:09.475467,0,,0,0,,10,0,0,0,close range,,,,False,Lamine Yamal Nasraoui Ebana,Marc Guehi,,,,,,,,,,,,,,,,,,
3943043,24,1,0,Spain,England,0,0,Final,Yellow Card,Harry Kane,England,edge of the box,53,"From Free Kick(28), Regular Play(25)","Pass(10), Ball Receipt*(10), Pressure(9), Carry(9), Duel(3)",⚠️ FOUL by Harry Kane in the central attacking third - YELLOW CARD for Harry Kane!,"[24:36] Harry Kane under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Harry Kane . Harry Kane under MASSIVE pressure, plays a short pass along the ground to Phil Foden, but the pass doesn't find its target ⚠️ FOUL by Harry Kane in the central attacking third - YELLOW CARD for Harry Kane!",[Yellow Card] Harry Kane (England) shown a yellow card for a foul on Fabián Ruiz (Spain).,gpt-4o-mini,2025-12-09T17:01:10.791006,0,,0,0,,0,0,0,0,long range,,,,False,,,,,Fabián Ruiz Peña,Spain,,,,,,,,Harry Kane,England,,,,,
3943043,25,1,0,Spain,England,0,0,Final,Injury,Kobbie Mainoo,England,,2,Regular Play(2),Injury Stoppage(2),⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured,"[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte",[Injury] Injury concern for England as Kobbie Mainoo goes down.,gpt-4o-mini,2025-12-09T17:01:11.801610,0,,0,0,,0,0,0,0,,,,,False,,,,,,,,,Kobbie Mainoo,England,,,,,,,,,,
3943043,25,1,1,Spain,England,0,0,Final,Injury,Fabián Ruiz Peña,Spain,,2,Regular Play(2),Injury Stoppage(2),⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured,"[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte","[Injury] Fabián Ruiz Peña (Spain) down with an injury, receiving medical attention.",gpt-4o-mini,2025-12-09T17:01:13.084707,0,,0,0,,0,0,0,0,,,,,False,,,,,,,,,Fabián Ruiz Peña,Spain,,,,,,,,,,
3943043,26,1,0,Spain,England,0,0,Final,Free Kick,Unai Simón Mendibil,Spain,defensive half,44,"From Free Kick(31), From Throw In(13)","Pass(13), Ball Receipt*(12), Carry(11), Pressure(3), Block(2)","Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte","[24:38] Fabián Ruiz Peña is fouled . ⏸️ PLAY STOPPED - Kobbie Mainoo (England) is down injured . ⏸️ PLAY STOPPED - Fabián Ruiz Peña (Spain) is down injured, Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte",[Foul] Foul by Phil Foden (England) on Unai Simón Mendibil (Spain) in the defensive half.,gpt-4o-mini,2025-12-09T17:01:14.300557,0,,0,0,,0,0,0,0,long range,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,27,1,0,Spain,England,0,0,Final,Shot (Saved),Fabián Ruiz Peña,Spain,edge of the box,50,"From Throw In(38), From Keeper(11), Regular Play(1)","Pass(14), Ball Receipt*(13), Carry(12), Pressure(6), Block(2)","Fabián Ruiz Peña under MASSIVE pressure, shoots with the right foot from a DANGEROUS position - SAVED by the goalkeeper! Parried away!","[27:17] Marc Guehi clears the danger . Rodrigo Hernández Cascante under pressure, plays a short pass to Daniel Carvajal Ramos, Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabián Ruiz Peña, Fabián Ruiz Peña under pressure, drives forward with the ball from the left attacking third into the central attacking third - BUT LOSES IT!",[Shot Saved] Attempt saved. Fabián Ruiz Peña's right footed shot from the edge of the box denied by Jordan Pickford.,gpt-4o-mini,2025-12-09T17:01:16.357395,0,,0,0,,0,0,0,0,outside the box,,,,False,,,,,,,,,,,Saved,Right Foot,,,,Jordan Pickford,,,,
3943043,28,1,0,Spain,England,0,0,Final,General,Jude Bellingham,England,right side of the box,45,"From Keeper(35), From Throw In(10)","Carry(11), Ball Receipt*(10), Pass(9), Pressure(5), Duel(3)",Jude Bellingham in the duel,"[28:48] Fabián Ruiz Peña under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Fabián Ruiz Peña is beaten by Jude Bellingham! . Fabián Ruiz Peña takes on the defender under pressure, carries the ball - BUT LOSES IT!","[General] England in firm control with 77.8% possession, dominating midfield. Jude Bellingham leads with 13 events.",gpt-4o-mini,2025-12-09T17:01:17.631056,1,,0,0,,0,0,0,0,outside the box,,,,False,,,,,,,,,,,,,,,,,,,,
3943043,29,1,0,Spain,England,0,0,Final,Yellow Card,Daniel Olmo Carvajal,Spain,edge of the box,63,"Regular Play(49), From Throw In(14)","Pass(19), Ball Receipt*(18), Carry(13), Pressure(6), Ball Recovery(3)",⚠️ FOUL by Daniel Olmo Carvajal in the central attacking third - YELLOW CARD for Daniel Olmo Carvajal!,"[29:56] Daniel Olmo Carvajal under pressure, carries the ball ⚠️ FOUL by Daniel Olmo Carvajal in the central attacking third - YELLOW CARD for Daniel Olmo Carvajal!",[Yellow Card] Daniel Olmo Carvajal (Spain) receives a yellow card for a foul on Declan Rice (England).,gpt-4o-mini,2025-12-09T17:01:18.985729,0,,0,0,,0,0,0,0,long range,,,,False,,,,,Declan Rice,England,,,,,,,,Daniel Olmo Carvajal,Spain,,,,,
3943043,29,1,1,Spain,England,0,0,Final,Injury,Declan Rice,England,,63,"Regular Play(49), From Throw In(14)","Pass(19), Ball Receipt*(18), Carry(13), Pressure(6), Ball Recovery(3)",⏸️ PLAY STOPPED - Declan Rice (England) is down injured,"[29:57] Declan Rice is fouled ⏸️ PLAY STOPPED - Declan Rice (England) is down injured, John Stones under pressure, delivers the free kick a medium pass back along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford","[Injury] Declan Rice (England) down with an injury, receiving medical attention.",gpt-4o-mini,2025-12-09T17:01:20.122554,0,,0,0,,0,0,0,0,,,,,False,,,,,,,,,Declan Rice,England,,,,,,,,,,
3943043,31,1,0,Spain,England,0,0,Final,Free Kick,John Stones,England,defensive half,18,From Free Kick(18),"Pass(4), Ball Receipt*(4), Carry(4), Pressure(4), Foul Committed(1)","John Stones under pressure, delivers the free kick a medium pass back along the ground to Jordan Pickford","[29:57] Declan Rice is fouled ⏸️ PLAY STOPPED - Declan Rice (England) is down injured, John Stones under pressure, delivers the free kick a medium pass back along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford",[Foul] Foul by Rodrigo Hernández (Spain) on Jude Bellingham (England). Free kick awarded in England's defensive half.,gpt-4o-mini,2025-12-09T17:01:21.383377,0,,0,0,,0,0,0,0,long range,,,,False,,,,,Jude Bellingham,England,Rodrigo Hernández Cascante,Spain,,,,,,,,,,,,
