data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
FLASHSCORE,13,1,Kacper Urbanski (Poland) is adjudged offside.,Offside,[Foul] Foul by Piotr Zieliński (Poland) on Stefan de Vrij (Netherlands). Free kick awarded in Netherlands' defensive half.,3184,0.3550321322051947,0.1935547058937635,0.0465210870378275,0.47164303,0.0625,-0.1862810105085373,-0.3468165993690491,0.1605355888605117,6,18,5,14,1,2,6,1,0.5,1,2,1,1.0,1,2,0,0.0,2,6,0,0,1,3,0,1,1,3,0,1,0.3333333333333333,0.35069237230212985
FLASHSCORE,14,1,"An accurate pass to the edge of the box is well taken by Xavi Simons (Netherlands), whose instinctive shot towards goal flashes inches wide of the left post.",General,[Shot Missed] Attempt missed. Xavi Simons' right footed shot from the left side of the box goes wide.,3185,0.3599744742830787,0.4455846953021412,0.3560574172815458,0.74069667,0.24,0.4462117254734039,-0.4506444633007049,0.8968561887741089,28,18,19,14,6,2,3,1,0.5,1,0,0,0.0,3,2,1,0.3333333333333333,2,3,0,0,1,0,0,0,3,3,0,1,0.35294117647058826,0.358567814995605
FLASHSCORE,15,1,Joey Veerman (Netherlands) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. Artur Soares Dias didn't think twice about pulling it out of his pocket.,Yellow Card,[Yellow Card] Joey Veerman (Netherlands) shown a yellow card for a foul on Sebastian Szymański (Poland).,3186,0.4389325587810119,0.4019515443326421,0.2553293675243404,0.7582176,0.1923076923076923,-0.5970893502235413,-0.1469649523496627,0.4501243978738785,33,16,22,12,5,3,4,1,0.3333333333333333,1,2,1,1.0,2,2,1,0.5,3,4,0,0,1,2,0,0,2,3,0,1,0.47368421052631576,0.445882894496894
FLASHSCORE,16,1,Adam Buksa (Poland) meets the corner and displays his eye for goal as he coolly plants a header from close range into the right side of the goal. The score is 1:0.,Goal,"[Goal] Goal! Adam Buksa heads it in from the six-yard box, assisted by Piotr Zieliński. Poland 0, Netherlands 0.",3187,0.5435515170396328,0.4084858364662806,0.2716438635591507,0.79381365,0.16,0.3606354594230652,0.4118869006633758,0.0512514412403106,32,19,18,13,4,2,4,2,1.0,1,2,1,1.0,3,2,1,0.3333333333333333,2,4,0,0,1,2,0,0,4,3,1,1,0.6923076923076923,0.5733027529253064
FLASHSCORE,16,2,Piotr Zielinski (Poland) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.,Corner,"[Goal] Goal! Adam Buksa heads it in from the six-yard box, assisted by Piotr Zieliński. Poland 0, Netherlands 0.",3187,0.4497782527823963,0.2854827363517176,0.1742886660177383,0.55715954,0.125,0.4692220985889435,0.4118869006633758,0.0573351979255676,25,19,15,13,3,2,4,1,0.5,1,2,1,1.0,2,2,0,0.0,2,4,0,0,1,2,0,0,2,3,0,1,0.45454545454545453,0.45073169252752504
FLASHSCORE,19,1,Netherlands control the tempo of the game by exchanging some accurate short passes.,General,"[General] Netherlands dominating possession with 100%, controlling midfield for the last 2 minutes.",3189,0.3788790161734816,0.2633457455801959,0.1292830890426903,0.6019306,0.0588235294117647,0.2076513767242431,0.4821725487709045,0.2745211720466614,13,13,9,9,1,0,1,0,0.0,1,1,1,1.0,1,0,0,0.0,0,1,0,0,1,1,0,0,1,0,0,0,0.6,0.4231032092815587
FLASHSCORE,19,2,"Denzel Dumfries (Netherlands) sends the ball into the box from the side of the pitch, but his cross is blocked. The linesman makes the right call and Netherlands will have a corner.",Corner,"[General] Netherlands dominating possession with 100%, controlling midfield for the last 2 minutes.",3189,0.317380340942609,0.2307871781109011,0.1855732110097714,0.46512166,0.0416666666666666,0.0593323782086372,0.4821725487709045,0.4228401705622673,32,13,17,9,1,1,1,0,0.0,1,1,1,1.0,3,0,0,0.0,1,1,0,0,2,1,1,0,3,0,0,0,0.23076923076923078,0.3000581195766803
FLASHSCORE,20,1,"A cross following the corner kick finds its way to Virgil van Dijk (Netherlands) inside the box and he manages to steer it to the middle of the target. He is about to start celebrating a goal, but Wojciech Szczesny makes a save in the nick of time and maintains the current score.",Save,[Shot Saved] Attempt saved. Virgil van Dijk's right footed shot from the centre of the box denied by Wojciech Szczęsny.,3190,0.4004757743619161,0.3641333672294719,0.2407570548711516,0.7165079,0.1351351351351351,0.5029947757720947,0.0124977715313434,0.4904970042407512,53,20,29,15,5,4,5,2,0.5,1,0,0,0.0,4,3,1,0.25,4,5,0,0,1,0,0,0,4,5,0,2,0.4444444444444444,0.40926950604199597
FLASHSCORE,20,2,Joey Veerman (Netherlands) will try to find the head of one of his teammates from a corner kick.,Corner,[Shot Saved] Attempt saved. Virgil van Dijk's right footed shot from the centre of the box denied by Wojciech Szczęsny.,3190,0.3768582872546557,0.1740087435224776,0.1316875414786116,0.3903387,0.0,0.0270908530801534,0.0124977715313434,0.01459308154881,18,20,10,15,0,1,5,0,0.0,1,0,0,0.0,1,3,0,0.0,1,5,0,0,1,0,0,0,1,5,0,2,0.0,0.3014866319859603
FLASHSCORE,22,1,"Good chance! Xavi Simons laid the ball off to Memphis Depay (Netherlands) inside the box, he ducked inside his man and rifled a shot in at goal that skimmed the top of the bar.",Shot,[Shot Missed] Attempt missed. Memphis Depay's right footed shot from the center of the box goes over the target.,3192,0.2214852931520689,0.3563836895653074,0.331672029095005,0.5946219,0.1428571428571428,0.709170401096344,-0.4740394949913025,1.1832098960876465,34,19,21,14,4,2,3,1,0.5,1,0,0,0.0,3,2,1,0.3333333333333333,2,3,0,0,1,0,0,0,3,3,0,1,0.4,0.2571882351729003
FLASHSCORE,22,2,Artur Soares Dias blows his whistle and signals a foul after Virgil van Dijk (Netherlands) brought his opponent down.,General,[Shot Missed] Attempt missed. Memphis Depay's right footed shot from the center of the box goes over the target.,3192,0.2053636517375707,0.0717581212520599,0.0,0.21527436,0.0,-0.0802197381854057,-0.4740394949913025,0.3938197568058967,19,19,15,14,0,3,3,0,0.0,1,0,0,0.0,1,2,0,0.0,3,3,0,0,1,0,0,0,1,3,0,1,0.0,0.16429092063882064
FLASHSCORE,24,1,"Ambitious effort from Memphis Depay (Netherlands). He finds himself in a great position after collecting a precise pass inside the penalty area and goes for goal, but it never troubles the goalkeeper and flies well wide of the left post.",General,"[General] Netherlands in firm control with 94.6% possession, dominating midfield play.",3194,0.2559626626998856,0.1726143562834361,0.0476927480313784,0.4398473,0.0303030303030303,0.8905611634254456,0.3965687453746795,0.493992418050766,40,11,26,8,1,3,1,0,0.0,1,1,1,1.0,4,0,0,0.0,3,1,0,0,1,1,0,0,5,0,1,0,0.14285714285714285,0.2333415606281571
FLASHSCORE,25,1,"Half-chance! Tijjani Reijnders (Netherlands) plays a pass into the box, but Wojciech Szczesny reacts well to snuff out the attack. Netherlands earn a corner.",Corner,"[Corner] Corner for the Netherlands, delivered by Joey Veerman, conceded by Piotr Zieliński.",3195,0.4058802398706332,0.2962007989290496,0.1707001337815742,0.6345689,0.0833333333333333,0.2504014372825622,-0.0146800000220537,0.265081437304616,24,13,19,9,2,2,3,0,0.0,1,1,1,1.0,3,1,1,0.3333333333333333,2,3,0,0,2,1,1,0,3,2,0,1,0.3333333333333333,0.39137085262872495
FLASHSCORE,26,1,Joey Veerman (Netherlands) decides to take a short corner instead of crossing into the box.,Corner,"[Corner] Corner for Poland, delivered by Sebastian Szymański.",3196,0.3793649091797905,0.193310697307565,0.0972524824650432,0.41601294,0.0666666666666666,-0.013723786920309,0.0487486682832241,0.0624724552035331,15,8,11,6,1,1,3,0,0.0,1,1,0,0.0,2,1,1,0.5,1,3,0,0,1,1,0,0,2,2,0,1,0.18181818181818182,0.3398555631492718
FLASHSCORE,27,1,"Tijjani Reijnders (Netherlands) meets a cross inside the box, but his header is blocked by an opposing player. Netherlands have a corner.",Corner,[Shots] Netherlands applying pressure with two attempts; Tijjani Reijnders' shot blocked by Jan Bednarek.,3197,0.4765987361035624,0.3266341515132956,0.2105404102054753,0.56936204,0.2,0.0376201644539833,-0.0358873456716537,0.073507510125637,22,14,13,12,4,1,3,1,1.0,1,1,1,1.0,4,3,1,0.25,1,3,0,0,2,1,1,0,4,4,0,1,0.6,0.5012789880159676
FLASHSCORE,28,1,Cody Gakpo (Netherlands) shoots after receiving a good pass. His effort from the edge of the box goes just wide of the left post.,General,[Shot Missed] Attempt missed. Cody Gakpo's right footed shot from the right side of the box goes wide.,3198,0.416952928550781,0.4418903962078904,0.3361015462966229,0.7622969,0.2272727272727272,0.2091307640075683,-0.4487287104129791,0.6578594744205475,24,18,16,14,5,2,3,1,0.5,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,3,0,1,0.3076923076923077,0.3951008013682221
FLASHSCORE,28,2,Joey Veerman (Netherlands) rolls the ball short to a teammate from the corner instead of sending a cross into the box.,Corner,[Shot Missed] Attempt missed. Cody Gakpo's right footed shot from the right side of the box goes wide.,3198,0.2890890958480314,0.2069928411076168,0.2197142626783526,0.357786,0.0434782608695652,0.0158934295177459,-0.4487287104129791,0.4646221399307251,21,18,13,14,1,1,3,0,0.0,1,0,0,0.0,2,2,0,0.0,1,3,0,0,1,0,0,0,2,3,0,1,0.0,0.23127127672343853
FLASHSCORE,29,1,Goal! Nathan Ake passes the ball to Cody Gakpo (Netherlands) and he fires in a shot from the edge of the box which is deflected. Wojciech Szczesny couldn't do anything about it. 1:1.,Goal,"[Goal] Goal! Poland 0, Netherlands 0. Cody Gakpo scores with a right-footed shot from the edge of the box.",3199,0.5297317037663368,0.4807372140793678,0.4220820678563165,0.71578175,0.3043478260869565,0.0026666298508644,0.3259514570236206,0.3232848271727562,33,19,19,12,7,4,3,2,0.5,1,2,1,1.0,3,2,2,0.6666666666666666,4,3,0,0,1,2,0,0,3,3,0,1,0.5238095238095238,0.5285472681160082
FLASHSCORE,31,1,Artur Soares Dias interrupts the game for a tactical foul by Memphis Depay (Netherlands).,General,[Foul] Foul by Memphis Depay (Netherlands) on Piotr Zieliński (Poland). Free kick awarded.,3201,0.4691389284381788,0.3731973826023633,0.281573372820823,0.5880188,0.25,-0.2029106765985489,-0.4459471106529236,0.2430364340543747,14,13,10,11,4,2,5,1,0.5,1,2,1,1.0,1,2,1,1.0,2,5,0,0,1,2,0,0,1,3,0,1,0.6923076923076923,0.5137726862148281
FLASHSCORE,32,1,"A pass into the box finds Jakub Kiwior (Poland) unmarked. He carefully places a shot towards the right side of the goal, but a brilliant last-ditch save by Bart Verbruggen denies him.",Save,[Shot Saved] Attempt saved. Jakub Kiwior's left-footed shot from the right side of the box denied by Bart Verbruggen.,3202,0.5709963056431064,0.4776733936350676,0.3975426448399651,0.74976325,0.2857142857142857,0.1192443147301673,-0.0297906436026096,0.149034958332777,32,19,23,15,8,4,4,2,0.5,1,0,0,0.0,4,3,2,0.5,4,4,0,0,1,0,0,0,4,5,0,2,0.5217391304347826,0.5611448705312513
FLASHSCORE,33,1,The game is interrupted. Sebastian Szymanski (Poland) has violated the rules in the battle for the ball. No protests or gestures are being made as he is quite aware of what he did.,General,[Foul] Free kick awarded to the Netherlands. Foul by Sebastian Szymański on Cody Gakpo.,3203,0.3141214856237584,0.1938250771801224,0.1025197735005446,0.4354772,0.0434782608695652,-0.7581475973129272,-0.4331583082675934,0.3249892890453338,33,14,15,10,1,3,4,0,0.0,1,1,0,0.0,0,2,0,0.0,3,4,0,0,1,1,0,0,0,3,0,1,0.18181818181818182,0.28766082542859156
FLASHSCORE,36,1,Taras Romanczuk (Poland) brings his opponent down. Artur Soares Dias has a clear sight of it and blows his whistle for a foul.,General,[Foul] Foul by Przemysław Frankowski (Poland) on Cody Gakpo (Netherlands) in midfield.,3206,0.3703446163857116,0.2692034144036153,0.0953254636622008,0.6122848,0.1,-0.1098553240299224,-0.4360871016979217,0.3262317776679992,23,12,14,9,2,3,4,1,0.3333333333333333,1,2,1,1.0,1,1,1,1.0,3,4,0,0,1,2,0,0,1,2,0,1,0.38461538461538464,0.37319877412191726
FLASHSCORE,37,1,Denzel Dumfries (Netherlands) fails to find any of his teammates inside the box as his pass is blocked.,General,[Foul] Foul by Kamil Glik (Poland) on Virgil van Dijk (Netherlands) in midfield.,3207,0.345479839748038,0.1382531241653934,0.0300950832350149,0.3320327,0.0526315789473684,-0.4437101781368255,-0.4108701646327972,0.0328400135040283,18,13,11,10,1,1,5,0,0.0,1,2,1,1.0,2,1,0,0.0,1,5,0,0,1,2,0,0,2,2,0,1,0.2727272727272727,0.33092932428112554
FLASHSCORE,38,1,Denzel Dumfries (Netherlands) is penalised for holding. Artur Soares Dias signals a set piece.,General,[Foul] Foul by Denzel Dumfries (Netherlands) on Adam Buksa (Poland) in midfield.,3208,0.4147028582253599,0.2588648739071083,0.1264732309017752,0.4626214,0.1875,-0.3979506492614746,-0.5157338380813599,0.1177831888198852,14,12,11,9,3,2,4,1,0.5,1,2,1,1.0,0,1,0,0.0,2,4,0,0,1,2,0,0,0,2,0,1,0.6363636363636364,0.4590350156891053
FLASHSCORE,42,1,"Cody Gakpo (Netherlands) gets on the end of a pass from Nathan Ake inside the box and quickly shoots, but the effort goes inches over the bar.",General,[Shot Missed] Attempt missed. Cody Gakpo's right footed shot from the centre of the box goes wide.,3212,0.4173135907939974,0.3835878473509554,0.3201222326325985,0.66397464,0.1666666666666666,0.0347476005554199,-0.4467615783214569,0.4815091788768768,27,17,17,13,4,2,3,1,0.5,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,3,0,1,0.3076923076923077,0.39538933362293915
FLASHSCORE,42,2,"Jan Bednarek (Poland) deprives his opponent of the ball, but the referee blows his whistle for a foul. He's not happy with the decision!",General,[Shot Missed] Attempt missed. Cody Gakpo's right footed shot from the centre of the box goes wide.,3212,0.2572387925877058,0.1340641309279711,0.1531944362695549,0.24899796,0.0,-0.8199988007545471,-0.4467615783214569,0.3732372224330902,24,17,13,13,0,3,3,0,0.0,1,0,0,0.0,1,2,0,0.0,3,3,0,0,1,0,0,0,1,3,0,1,0.0,0.20579103476729294
FLASHSCORE,45,1,Tijjani Reijnders (Netherlands) picks up a wayward pass but gives away possession by shooting from distance. The ball went miles wide of the right post.,General,[Shot Missed] Attempt missed. Tijjani Reijnders' right footed shot from the edge of the box goes wide.,3215,0.4831394457214672,0.3755237630199854,0.2595477813059483,0.70035684,0.1666666666666666,-0.2700304687023163,-0.4640439748764038,0.1940135061740875,25,17,17,13,4,1,3,1,1.0,1,0,0,0.0,1,2,0,0.0,1,3,0,0,1,0,0,0,1,3,0,1,0.4444444444444444,0.47540044524859437
FLASHSCORE,45,2,"Piotr Zielinski (Poland) plays a through ball inside the box, but it's too strong and Bart Verbruggen comes off his line to intercept.",General,[Shot Missed] Attempt missed. Tijjani Reijnders' right footed shot from the edge of the box goes wide.,3215,0.2843775458883638,0.1893526263868007,0.0731198013254659,0.45647654,0.0384615384615384,-0.0334962792694568,-0.4640439748764038,0.4305476956069469,23,17,16,13,1,3,3,0,0.0,1,0,0,0.0,0,2,0,0.0,3,3,0,0,1,0,0,0,0,3,0,1,0.0,0.22750203683601145
FLASHSCORE,45,3,We will have 1 min. of added time.,General,[Shot Missed] Attempt missed. Tijjani Reijnders' right footed shot from the edge of the box goes wide.,3215,0.1576414940796401,0.0469015332449947,0.0418353281585797,0.09886927,0.0,0.0460946485400199,-0.4640439748764038,0.5101386234164238,8,17,3,13,0,1,3,0,0.0,0,0,0,0.0,0,2,0,0.0,1,3,0,0,0,0,0,0,0,3,0,1,0.0,0.12611319494843118
FLASHSCORE,45+1,1,"A lofted pass into the box is met by Memphis Depay (Netherlands), who rifles a shot just wide of the left post.",General,[Shot Missed] Attempt missed. Memphis Depay's right footed shot from the centre of the box goes over the target.,3216,0.4087446561250042,0.3946091143015955,0.3193945493082703,0.69051975,0.1739130434782608,0.0723919868469238,-0.476456731557846,0.5488487184047699,22,19,15,14,4,1,3,1,1.0,1,0,0,0.0,2,2,1,0.5,1,3,0,0,1,0,0,0,2,3,0,1,0.5454545454545454,0.43608663396726133
FLASHSCORE,45+2,1,That is it for the first half after the referee blows his whistle and the players head to their respective dressing rooms.,Half Time,"[General] Netherlands completely dominating possession, holding 100% as the half concludes.",3217,0.1817025610078813,0.1017453568454505,0.1332589011167619,0.11934559,0.0526315789473684,0.0080100279301404,0.586435854434967,0.5784258265048265,22,11,11,9,1,0,1,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.24536204871186076
FLASHSCORE,46,1,The referee stops play so that a substitution can be made and Sebastian Szymanski departs the field of play to be replaced by Jakub Moder (Poland).,Substitution,[Substitution] Substitution for Poland. Jakub Moder replaces Sebastian Szymański for tactical reasons.,3219,0.5072394372449809,0.3754218457293501,0.1638167438889926,0.66833115,0.2941176470588235,-0.0895625054836273,0.0077452827244997,0.097307788208127,26,12,14,10,5,3,4,2,0.6666666666666666,1,1,1,1.0,1,1,1,1.0,3,4,0,0,1,1,0,0,1,2,0,1,0.8461538461538461,0.575022319778707
FLASHSCORE,46,2,The half-time break is over and the second half is about to start.,Kick Off,[Kick Off] The second half is underway. Poland and Netherlands still level at 0-0.,3218,0.4721484288330901,0.3174309757525429,0.3449717755923499,0.464464,0.1428571428571428,0.0869902446866035,0.0232910327613353,0.0636992119252681,13,14,8,9,2,0,2,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0,0,2,0,0,0,0,0,0,0.5,0.47771874130484493
FLASHSCORE,46,3,The referee stops play so that a substitution can be made and Sebastian Szymanski departs the field of play to be replaced by Jakub Moder (Poland).,Substitution,[Kick Off] The second half is underway. Poland and Netherlands still level at 0-0.,3218,0.3684141680020682,0.1955034034177452,0.1126803419592916,0.42621082,0.0476190476190476,-0.0895625054836273,0.0232910327613353,0.1128535382449626,26,14,14,9,1,3,2,1,0.3333333333333333,1,2,1,1.0,1,0,0,0.0,3,2,0,0,1,2,0,0,1,0,0,0,0.23076923076923078,0.34088518042052146
FLASHSCORE,46,4,The half-time break is over and the second half is about to start.,Kick Off,[Substitution] Substitution for Poland. Jakub Moder replaces Sebastian Szymański for tactical reasons.,3219,0.2506849919445812,0.0273283099134763,0.0,0.08198493,0.0,0.0869902446866035,0.0077452827244997,0.0792449619621038,13,12,8,10,0,0,4,0,0.0,0,1,0,0.0,0,1,0,0.0,0,4,0,0,0,1,0,0,0,2,0,1,0.5,0.3005479936075792
FLASHSCORE,47,1,"Denzel Dumfries (Netherlands) attempts to feed Memphis Depay with a chip pass, but Wojciech Szczesny reacts well and comes off his line to intercept.",General,[General] Netherlands asserting control with 100% possession in midfield.,3220,0.3443840271543404,0.1722041262601403,0.0729940708374915,0.40014005,0.0434782608695652,0.0423593148589134,0.1814355850219726,0.1390762701630592,24,9,17,7,1,3,1,0,0.0,1,1,1,1.0,2,0,0,0.0,3,1,0,0,1,1,0,0,2,0,0,0,0.17647058823529413,0.31080133995585835
FLASHSCORE,48,1,"Tijjani Reijnders (Netherlands) received a pass out of defence and immediately attempted a long-range shot, but a defender bravely blocked the effort.",General,"[Shots Blocked] Pressure mounts from the Netherlands with two blocked attempts, Reijnders and Simons both denied.",3221,0.356851085466735,0.2984869907367129,0.1935386151277717,0.57692236,0.125,0.0220046155154705,-0.4460520148277282,0.4680566303431988,22,16,16,12,3,1,4,1,1.0,1,1,1,1.0,5,3,3,0.6,1,4,0,0,1,1,0,0,5,4,0,1,0.6923076923076923,0.423942407418453
FLASHSCORE,48,2,"Xavi Simons (Netherlands) collects an inch-perfect pass and strikes the ball from far out, but his shot is blocked.",General,"[Shots Blocked] Pressure mounts from the Netherlands with two blocked attempts, Reijnders and Simons both denied.",3221,0.3500148882279745,0.2913567380520968,0.2331774317746876,0.49803564,0.1428571428571428,0.0279586464166641,-0.4460520148277282,0.4740106612443924,19,16,13,12,3,1,4,1,1.0,1,1,1,1.0,4,3,2,0.5,1,4,0,0,1,1,0,0,4,4,0,1,0.6923076923076923,0.41847344913902607
FLASHSCORE,49,1,Memphis Depay (Netherlands) picks up a pass and fires a powerful long-range shot which goes painfully close to the left post.,General,[Shot Missed] Attempt missed. Memphis Depay's right footed shot from the edge of the box goes wide.,3222,0.3432846466155991,0.3498610787195821,0.201921341858037,0.67374885,0.1739130434782608,0.1649765372276306,-0.5114681124687195,0.6764446496963501,21,17,16,13,4,1,3,1,1.0,1,0,0,0.0,2,2,1,0.5,1,3,0,0,1,0,0,0,2,3,0,1,0.5454545454545454,0.38371862621889863
FLASHSCORE,51,1,Xavi Simons (Netherlands) makes a driving run into the box but he cannot work any space for a shot.,General,"[General] Netherlands dominating midfield with 66.7% possession, controlling play for 2 minutes.",3224,0.2372834304322542,0.1327410134142957,0.0799630679089792,0.26825997,0.05,-0.1533416509628296,0.2957476675510406,0.4490893185138702,19,12,13,8,1,1,1,0,0.0,1,1,1,1.0,1,0,0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.25649341054568847
FLASHSCORE,52,1,Artur Soares Dias blows his whistle for a foul after Xavi Simons (Netherlands) hacks down one of his opponents.,General,"[Injury] Xavi Simons (Netherlands) goes down with an injury, play halted.",3225,0.3498380409206096,0.2716786168052281,0.1436460487810017,0.44916758,0.2222222222222222,-0.2453641891479492,-0.6610478758811951,0.4156836867332458,19,11,14,9,4,2,2,1,0.5,1,1,1,1.0,1,0,0,0.0,2,2,0,0,1,1,0,0,1,0,0,0,0.5384615384615384,0.3875627405463033
