data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
FLASHSCORE,2,1,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:26] Jules Koundé closes down Kléper Laveran Lima Ferreira . Nuno Mendes wins the ball back under pressure, carries the ball is dispossessed by Jules Koundé! . Jules Koundé in the duel",11,0.4250318872107307,0.2358643758195294,0.1065684894070162,0.5575463771820068,0.0434782608695652,0.0658212229609489,0.0732868015766143,0.0074655786156654,9,32,6,23,1,2,3,1,0.5,1,0,0,0.0,2,0,0,0.0,2,3,0,0,1,0,0,0,2,0,0,0,0.46153846153846156
FLASHSCORE,2,2,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:54] Antoine Griezmann is fouled, Aurélien Djani Tchouaméni under pressure, delivers the free kick a medium pass along the ground to Eduardo Camavinga, Eduardo Camavinga under pressure, delivers the free kick a short pass along the ground to Antoine Griezmann, Antoine Griezmann under pressure, delivers the free kick a short pass along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin under pressure, carries the ball from the right attacking third into the right midfield",15,0.3957777171764547,0.3201583275442355,0.3348724353050292,0.5589358806610107,0.0666666666666666,-0.5381529927253723,-0.1607888787984848,0.3773641139268875,40,80,21,61,3,2,4,0,0.0,1,0,0,0.0,2,3,1,0.5,2,4,0,0,1,0,0,0,3,7,1,4,0.13333333333333333
FLASHSCORE,2,3,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:31] N'Golo Kanté under MASSIVE pressure, plays a dangerous medium pass back along the ground to Antoine Griezmann into the DANGER ZONE, Antoine Griezmann under pressure, carries the ball under pressure, plays a short pass along the ground to Kylian Mbappé Lottin, but the pass doesn't find its target, Kylian Mbappé Lottin receives under pressure in the central attacking third . Crucial block by João Maria Lobo Alves Palhinha Gonçalves!",12,0.3724113787726409,0.3280873560926445,0.3014517175772729,0.6087362766265869,0.074074074074074,-0.5381529927253723,-0.043536439538002,0.4946165531873703,40,70,21,54,4,2,4,0,0.0,1,0,0,0.0,2,2,2,1.0,2,4,0,0,1,0,0,0,3,4,1,2,0.26666666666666666
FLASHSCORE,2,4,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:17] Jules Koundé under pressure, carries the ball under pressure, plays a medium pass forward to N'Golo Kanté, N'Golo Kanté receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Kléper Laveran Lima Ferreira closes down N'Golo Kanté",10,0.3643848862698762,0.2711411521105089,0.1766240147264473,0.5880189538002014,0.048780487804878,-0.5381529927253723,-0.1822690814733505,0.3558839112520218,40,46,21,35,2,2,3,0,0.0,1,0,0,0.0,2,1,1,0.5,2,3,0,0,1,0,0,0,3,1,1,0,0.13333333333333333
FLASHSCORE,2,5,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:52] Eduardo Camavinga under pressure, plays a short pass along the ground to Antoine Griezmann, Antoine Griezmann under pressure, carries the ball - BUT LOSES IT! . Bruno Miguel Borges Fernandes closes down Antoine Griezmann ⚠️ FOUL by Bruno Miguel Borges Fernandes in the central midfield",14,0.3495379506134317,0.2771696779242258,0.197929613892299,0.5847989320755005,0.048780487804878,-0.5381529927253723,-0.1047957614064216,0.4333572313189506,40,45,21,33,2,2,3,0,0.0,1,0,0,0.0,2,2,1,0.5,2,3,0,0,1,0,0,0,3,2,1,0,0.13333333333333333
FLASHSCORE,2,6,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:06] Eduardo Camavinga under pressure, plays a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball under pressure, plays a medium pass back along the ground to William Saliba, William Saliba under pressure, carries the ball under pressure, plays a short pass along the ground to Aurélien Djani Tchouaméni",9,0.3200763715944253,0.2673135723361126,0.224861535520594,0.5001561045646667,0.0769230769230769,-0.5381529927253723,-0.0165177620947361,0.5216352306306362,40,59,21,47,3,2,4,0,0.0,1,0,0,0.0,2,1,1,0.5,2,4,0,0,1,0,0,0,3,3,1,2,0.13333333333333333
FLASHSCORE,2,7,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:36] Bernardo Mota Veiga de Carvalho e Silva clears the danger . William Saliba under pressure, plays a short pass along the ground to Dayotchanculle Upamecano, Dayotchanculle Upamecano under pressure, carries the ball under pressure, plays a medium pass along the ground to Aurélien Djani Tchouaméni, Aurélien Djani Tchouaméni under pressure, carries the ball",13,0.2992222115746866,0.2479736845164471,0.2464764806464803,0.4498255252838135,0.0476190476190476,-0.5381529927253723,0.0088792145252227,0.5470322072505951,40,54,21,41,2,2,6,0,0.0,1,0,0,0.0,2,1,1,0.5,2,6,0,0,1,0,0,0,3,2,1,1,0.13333333333333333
FLASHSCORE,2,8,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:17] Jules Koundé under pressure, carries the ball under pressure, plays a medium pass forward to N'Golo Kanté, N'Golo Kanté receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Kléper Laveran Lima Ferreira closes down N'Golo Kanté",10,0.2916580844998842,0.1382408808112786,0.0184503237300484,0.3605580329895019,0.0357142857142857,0.0658212229609489,-0.1822690814733505,0.2480903044342994,9,46,6,35,1,2,3,1,0.5,1,0,0,0.0,2,1,0,0.0,2,3,0,0,1,0,0,0,2,1,0,0,0.46153846153846156
FLASHSCORE,2,9,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:36] Bernardo Mota Veiga de Carvalho e Silva clears the danger . William Saliba under pressure, plays a short pass along the ground to Dayotchanculle Upamecano, Dayotchanculle Upamecano under pressure, carries the ball under pressure, plays a medium pass along the ground to Aurélien Djani Tchouaméni, Aurélien Djani Tchouaméni under pressure, carries the ball",13,0.2883670125156641,0.0701366861661275,0.0,0.2104100584983825,0.0,0.0658212229609489,0.0088792145252227,0.0569420084357261,9,54,6,41,0,2,6,0,0.0,1,0,0,0.0,2,1,0,0.0,2,6,0,0,1,0,0,0,2,2,0,1,0.15384615384615385
FLASHSCORE,2,10,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:31] N'Golo Kanté under MASSIVE pressure, plays a dangerous medium pass back along the ground to Antoine Griezmann into the DANGER ZONE, Antoine Griezmann under pressure, carries the ball under pressure, plays a short pass along the ground to Kylian Mbappé Lottin, but the pass doesn't find its target, Kylian Mbappé Lottin receives under pressure in the central attacking third . Crucial block by João Maria Lobo Alves Palhinha Gonçalves!",12,0.2881259154528379,0.0872871081034342,0.0,0.2618613243103027,0.0,0.0658212229609489,-0.043536439538002,0.1093576624989509,9,70,6,54,0,2,4,0,0.0,1,0,0,0.0,2,2,0,0.0,2,4,0,0,1,0,0,0,2,4,0,2,0.15384615384615385
FLASHSCORE,2,11,"Randal Kolo Muani (France) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.",General,"[1:26] Jules Koundé closes down Kléper Laveran Lima Ferreira . Nuno Mendes wins the ball back under pressure, carries the ball is dispossessed by Jules Koundé! . Jules Koundé in the duel",11,0.2810138073351476,0.245165007880859,0.2569087340248268,0.4230307340621948,0.0555555555555555,-0.5381529927253723,0.0732868015766143,0.6114397943019867,40,32,21,23,2,2,3,0,0.0,1,0,0,0.0,2,0,0,0.0,2,3,0,0,1,0,0,0,3,0,1,0,0.0
FLASHSCORE,2,12,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:06] Eduardo Camavinga under pressure, plays a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball under pressure, plays a medium pass back along the ground to William Saliba, William Saliba under pressure, carries the ball under pressure, plays a short pass along the ground to Aurélien Djani Tchouaméni",9,0.2755041653290391,0.0614518821239471,0.0,0.1843556463718414,0.0,0.0658212229609489,-0.0165177620947361,0.082338985055685,9,59,6,47,0,2,4,0,0.0,1,0,0,0.0,2,1,0,0.0,2,4,0,0,1,0,0,0,2,3,0,2,0.15384615384615385
FLASHSCORE,2,13,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:52] Eduardo Camavinga under pressure, plays a short pass along the ground to Antoine Griezmann, Antoine Griezmann under pressure, carries the ball - BUT LOSES IT! . Bruno Miguel Borges Fernandes closes down Antoine Griezmann ⚠️ FOUL by Bruno Miguel Borges Fernandes in the central midfield",14,0.2704685628414154,0.084163745244344,0.0,0.2524912357330322,0.0,0.0658212229609489,-0.1047957614064216,0.1706169843673706,9,45,6,33,0,2,3,0,0.0,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,2,0,0,0.15384615384615385
FLASHSCORE,2,14,An attempted cross from Jules Kounde (France) is cleared.,General,"[1:54] Antoine Griezmann is fouled, Aurélien Djani Tchouaméni under pressure, delivers the free kick a medium pass along the ground to Eduardo Camavinga, Eduardo Camavinga under pressure, delivers the free kick a short pass along the ground to Antoine Griezmann, Antoine Griezmann under pressure, delivers the free kick a short pass along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin under pressure, carries the ball from the right attacking third into the right midfield",15,0.2546642170365492,0.0817556566352101,0.0218488533361114,0.223418116569519,0.0,0.0658212229609489,-0.1607888787984848,0.2266101017594337,9,80,6,61,0,2,4,0,0.0,1,0,0,0.0,2,3,0,0.0,2,4,0,0,1,0,0,0,2,7,0,4,0.15384615384615385
FLASHSCORE,3,1,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:36] Antoine Griezmann under pressure, carries the ball - BUT LOSES IT! . Bruno Miguel Borges Fernandes closes down Antoine Griezmann . Antoine Griezmann under MASSIVE pressure, delivers the free kick a short pass along the ground to Randal Kolo Muani into the central attacking third, Randal Kolo Muani under pressure, delivers the free kick a medium pass along the ground to Jules Koundé into the left attacking third, Jules Koundé under pressure, delivers the free kick a short pass along the ground to Antoine Griezmann",19,0.3970698345276249,0.218053805804588,0.0409385157760265,0.5362998247146606,0.0769230769230769,-0.1197880879044532,-0.0539060086011886,0.0658820793032646,13,86,10,65,3,2,4,1,0.5,1,0,0,0.0,2,2,0,0.0,2,4,0,0,1,0,0,0,2,6,0,4,0.0
FLASHSCORE,3,2,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:22] Randal Kolo Muani receives under pressure in the central attacking third under pressure, carries the ball under pressure, delivers the free kick a dangerous short pass to Kylian Mbappé Lottin into the right attacking third, but the pass doesn't find its target, Antoine Griezmann closes down the ball carrier . João Maria Lobo Alves Palhinha Gonçalves under pressure, delivers the free kick a short pass along the ground to Bruno Miguel Borges Fernandes",17,0.3867383821186144,0.2065553265646721,0.0375868379701502,0.520854651927948,0.0612244897959183,-0.1197880879044532,-0.0470756366848945,0.0727124512195587,13,74,10,57,3,2,5,1,0.5,1,0,0,0.0,2,2,0,0.0,2,5,0,0,1,0,0,0,2,5,0,3,0.0
FLASHSCORE,3,3,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:51] Kylian Mbappé Lottin under pressure, carries the ball - BUT LOSES IT! . João Maria Lobo Alves Palhinha Gonçalves closes down Kylian Mbappé Lottin . Kylian Mbappé Lottin under MASSIVE pressure, delivers the free kick a medium pass to Antoine Griezmann into the central attacking third, but the pass doesn't find its target . Bruno Miguel Borges Fernandes wins the ball back",21,0.3852182174808856,0.1816781703084146,0.0481498018704704,0.4287028908729553,0.0681818181818181,-0.1197880879044532,-0.1239497289061546,0.0041616410017013,13,63,10,47,3,2,4,1,0.5,1,0,0,0.0,2,2,0,0.0,2,4,0,0,1,0,0,0,2,3,0,1,0.0
FLASHSCORE,3,4,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:56] Bruno Miguel Borges Fernandes under pressure, carries the ball - BUT LOSES IT! . Randal Kolo Muani closes down Bruno Miguel Borges Fernandes . Bruno Miguel Borges Fernandes under MASSIVE pressure, plays a short pass to Kléper Laveran Lima Ferreira, Kléper Laveran Lima Ferreira under pressure, carries the ball - BUT LOSES IT! . Randal Kolo Muani closes down Kléper Laveran Lima Ferreira",22,0.3776221202639455,0.2111028211749545,0.0838336241554077,0.4828081727027893,0.0666666666666666,-0.1197880879044532,-0.2426080703735351,0.1228199824690818,13,64,10,50,2,2,3,1,0.5,1,0,0,0.0,2,1,0,0.0,2,3,0,0,1,0,0,0,2,1,0,0,0.0
FLASHSCORE,3,5,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:16] Eduardo Camavinga under pressure, delivers the free kick a short pass along the ground to Theo Bernard François Hernández into the right attacking third, Theo Bernard François Hernández under pressure, delivers the free kick a short pass along the ground to Eduardo Camavinga, Eduardo Camavinga under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Antoine Griezmann into the right attacking third, Antoine Griezmann under pressure, carries the ball",16,0.3670151536298912,0.2005798413035765,0.0184056451045864,0.5530308485031128,0.0303030303030303,-0.1197880879044532,0.0138908214867115,0.1336789093911647,13,79,10,62,1,2,3,0,0.0,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,6,0,4,0.0
FLASHSCORE,3,6,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:41] Antoine Griezmann under pressure, delivers the free kick a long ball through the air to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin under pressure, delivers the free kick a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball",20,0.3436885860291995,0.175743916694042,0.0093087658529325,0.490145206451416,0.0277777777777777,-0.1197880879044532,0.0326893180608749,0.1524774059653282,13,79,10,63,1,2,3,0,0.0,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,5,0,3,0.0
FLASHSCORE,3,7,Bruno Fernandes (Portugal) jumps into a tackle and Michael Oliver signals a foul.,General,"[2:27] Dayotchanculle Upamecano intercepts! under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Jules Koundé, Jules Koundé under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to N'Golo Kanté",18,0.3229218460619449,0.1562364399433136,0.0,0.4687093198299408,0.0,-0.1197880879044532,0.0572338476777076,0.1770219355821609,13,47,10,36,0,2,3,0,0.0,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,4,0,2,0.0
FLASHSCORE,6,1,Some great controlled play and passing in the middle of the pitch from Portugal.,General,"[5:44] João Pedro Cavaco Cancelo under pressure, drives forward with the ball from the left attacking third into the left midfield under pressure, plays a medium pass back along the ground to Kléper Laveran Lima Ferreira, Kléper Laveran Lima Ferreira under pressure, plays a medium pass forward along the ground to Nuno Mendes, Nuno Mendes under pressure, carries the ball from the central midfield into the right attacking third under pressure, plays a medium pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva into the central attacking third, but the pass doesn't find its target",40,0.214111548928681,0.2546635966575981,0.2005364600052954,0.5634543299674988,0.0,0.9374619722366332,0.0299173779785633,0.90754459425807,14,99,8,74,0,1,6,0,0.0,1,0,0,0.0,1,1,1,1.0,1,6,0,0,1,0,0,0,1,4,0,3,0.2222222222222222
FLASHSCORE,6,2,Some great controlled play and passing in the middle of the pitch from Portugal.,General,"[5:22] Bernardo Mota Veiga de Carvalho e Silva under pressure, plays a short pass along the ground to Rúben Santos Gato Alves Dias, Rúben Santos Gato Alves Dias under pressure, carries the ball from the left defensive third into the left midfield under pressure, plays a short pass along the ground to João Maria Lobo Alves Palhinha Gonçalves, João Maria Lobo Alves Palhinha Gonçalves under pressure, carries the ball under pressure, plays a medium pass along the ground to Kléper Laveran Lima Ferreira",38,0.1962227232662985,0.2322356909391813,0.1444227128855982,0.5522843599319458,0.0,0.9374619722366332,0.0256457924842834,0.91181617975235,14,83,8,66,0,1,6,0,0.0,1,0,0,0.0,1,1,1,1.0,1,6,0,0,1,0,0,0,1,3,0,2,0.2222222222222222
FLASHSCORE,6,3,Some great controlled play and passing in the middle of the pitch from Portugal.,General,"[5:12] Vitor Machado Ferreira under pressure, plays a short pass along the ground to João Maria Lobo Alves Palhinha Gonçalves, João Maria Lobo Alves Palhinha Gonçalves under pressure, carries the ball under pressure, plays a medium pass along the ground to Rúben Santos Gato Alves Dias, Rúben Santos Gato Alves Dias under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva",37,0.1849362381605938,0.2175695333459159,0.0997484426433387,0.5529601573944092,0.0,0.9374619722366332,0.0244983248412609,0.9129636473953724,14,74,8,60,0,1,6,0,0.0,1,0,0,0.0,1,1,1,1.0,1,6,0,0,1,0,0,0,1,3,0,2,0.2222222222222222
FLASHSCORE,6,4,Some great controlled play and passing in the middle of the pitch from Portugal.,General,"[5:34] João Maria Lobo Alves Palhinha Gonçalves under pressure, carries the ball under pressure, plays a short pass along the ground to Bruno Miguel Borges Fernandes, Bruno Miguel Borges Fernandes under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva, Bernardo Mota Veiga de Carvalho e Silva under pressure, carries the ball",39,0.1818450219874081,0.2133176029896732,0.1101324859786024,0.5298203229904175,0.0,0.9374619722366332,0.024889251217246,0.9125727210193872,14,65,8,51,0,1,5,0,0.0,1,0,0,0.0,1,1,1,1.0,1,5,0,0,1,0,0,0,1,2,0,1,0.2222222222222222
