data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FOX,2,1,Netherlands's Donyell Malen has run offside.,Offside,"[1:59] Declan Rice under pressure, delivers the free kick a short pass back along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Phil Foden",14,0.3203945774585008,0.10595040520032246,0.0,0.3178512156009674,0.0,-0.0013619400560855,0.0349109657108783,0.0362729057669639,6,64,5,49,0,1,3,0,0.0,1,0,0,0.0,1,2,0,0.0,1,3,0,0,1,0,0,0,1,6,0,4
FOX,2,2,Netherlands's Donyell Malen has run offside.,Offside,"[1:38] Phil Foden under pressure, delivers the free kick a medium pass back along the ground to Jude Bellingham, Jude Bellingham under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to John Stones, John Stones under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Kyle Walker",11,0.3129514083266258,0.09637528657913207,0.0,0.2891258597373962,0.0,-0.0013619400560855,0.0359582863748073,0.0373202264308929,6,63,5,48,0,1,4,0,0.0,1,0,0,0.0,1,2,0,0.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,2,3,Netherlands's Donyell Malen has run offside.,Offside,"[1:32] Jude Bellingham under pressure, delivers the free kick a medium pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Kieran Trippier, Kieran Trippier under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Phil Foden",10,0.3116465401835739,0.0910789171854655,0.0,0.2732367515563965,0.0,-0.0013619400560855,0.025288650766015,0.0266505908221006,6,63,5,48,0,1,4,0,0.0,1,0,0,0.0,1,2,0,0.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,2,4,Netherlands's Donyell Malen has run offside.,Offside,"[1:22] Jordan Pickford under pressure, delivers the free kick a medium pass forward along the ground to John Stones, John Stones under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Jude Bellingham",9,0.3098821616731584,0.08702335755030315,0.0,0.2610700726509094,0.0,-0.0013619400560855,0.0201794859021902,0.0215414259582757,6,64,5,49,0,1,4,0,0.0,1,0,0,0.0,1,2,0,0.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,2,5,Netherlands's Donyell Malen has run offside.,Offside,"[1:50] Jude Bellingham under pressure, carries the ball - BUT LOSES IT! . Xavi Simons closes down Jude Bellingham . Jude Bellingham under MASSIVE pressure, delivers the free kick a short pass along the ground, INTERCEPTED! England loses the ball . Crucial block by Xavi Simons! closes down the ball carrier",13,0.2514510275796056,0.08325418333212534,0.0,0.249762549996376,0.0,-0.0013619400560855,-0.2453203797340393,0.2439584396779537,6,51,5,37,0,1,2,0,0.0,1,1,0,0.0,1,3,0,0.0,1,2,0,0,1,1,0,0,1,3,0,0
FOX,2,6,Netherlands's Donyell Malen has run offside.,Offside,"[1:44] Cody Mathès Gakpo is beaten by Cody Mathès Gakpo! . Kyle Walker takes on the defender under pressure, carries the ball - BUT LOSES IT! . Cody Mathès Gakpo closes down Kyle Walker . Kyle Walker under MASSIVE pressure, delivers the free kick a short pass along the ground to Bukayo Saka",12,0.2481544846668839,0.0813701550165812,0.0,0.2441104650497436,0.0,-0.0013619400560855,-0.2528544664382934,0.2514925263822078,6,53,5,37,0,1,3,0,0.0,1,0,0,0.0,1,2,0,0.0,1,3,0,0,1,0,0,0,1,2,0,0
FOX,3,1,Free kick England.,Free Kick,"[2:07] Jude Bellingham under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Declan Rice, Declan Rice under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi",15,0.4281573847131322,0.2582103451353166,0.1463266969507496,0.5283043384552002,0.1,0.0620879828929901,8.64863395690918e-05,0.062001496553421,3,64,3,49,2,1,3,0,0.0,1,0,0,0.0,1,2,1,1.0,1,3,0,0,1,0,0,0,1,6,0,4
FOX,3,2,Free kick England.,Free Kick,"[2:28] Declan Rice under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Kieran Trippier, Kieran Trippier under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi, Marc Guehi under pressure, delivers the free kick a short pass along the ground to Kobbie Mainoo, Kobbie Mainoo under pressure, carries the ball",17,0.4221713539466718,0.24418613082077226,0.1480657415632966,0.4935835599899292,0.0909090909090909,0.0620879828929901,0.0182150062173604,0.0438729766756296,3,65,3,50,2,1,4,0,0.0,1,0,0,0.0,1,2,1,1.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,3,3,Free kick England.,Free Kick,"[2:12] Marc Guehi under pressure, delivers the free kick a medium pass along the ground to John Stones, John Stones under pressure, carries the ball from the central defensive third into the central midfield under pressure, delivers the free kick a medium pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball from the central midfield into the right midfield under pressure, delivers the free kick a medium pass forward along the ground to Phil Foden",16,0.4175890794020437,0.23618793090138732,0.1204269563696509,0.514062762260437,0.074074074074074,0.0620879828929901,0.0238805077970027,0.0382074750959873,3,80,3,59,2,1,4,0,0.0,1,0,0,0.0,1,2,1,1.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,3,4,Free kick England.,Free Kick,"[2:42] Phil Foden is fouled, Marc Guehi under pressure, delivers the free kick a medium pass back along the ground to John Stones, John Stones under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball",19,0.415124201131687,0.26356345279723464,0.127139901162919,0.5765939354896545,0.0869565217391304,0.0620879828929901,-0.0681055709719657,0.1301935538649559,3,52,3,40,2,1,4,0,0.0,1,0,0,0.0,1,3,1,1.0,1,4,0,0,1,0,0,0,1,5,0,2
FOX,3,5,Free kick England.,Free Kick,"[2:40] Phil Foden under pressure, carries the ball from the central midfield into the right midfield - BUT LOSES IT! . Jerdy Schouten closes down Phil Foden ⚠️ FOUL by Jerdy Schouten in the left midfield",18,0.2904687598347664,0.1288879911104838,0.0,0.3866639733314514,0.0,0.0620879828929901,-0.1627009510993957,0.2247889339923858,3,35,3,23,0,1,2,0,0.0,1,0,0,0.0,1,1,0,0.0,1,2,0,0,1,0,0,0,1,1,0,0
FOX,5,1,England drive forward but Kieran Trippier is judged offside.,Offside,"[4:25] Phil Foden under pressure, plays a dangerous medium pass forward along the ground to Kieran Trippier into the DANGER ZONE, Kieran Trippier receives under pressure in the right attacking third . Stefan de Vrij under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen",27,0.4054275963750816,0.23902653012637778,0.0980952756759611,0.5222101211547852,0.0967741935483871,-0.1607851386070251,-0.065415933728218,0.095369204878807,9,50,7,37,3,1,5,1,1.0,1,0,0,0.0,1,2,0,0.0,1,5,0,0,1,0,0,0,1,3,0,1
FOX,5,2,England drive forward but Kieran Trippier is judged offside.,Offside,"[4:04] Harry Kane under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Bukayo Saka into the left attacking third, Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous medium pass through the air into the central attacking third, INTERCEPTED! England loses the ball",25,0.3560547372971144,0.15466813379183966,0.0126423577563631,0.4201120436191559,0.03125,-0.1607851386070251,-0.1209996864199638,0.0397854521870613,9,61,7,48,1,1,2,0,0.0,1,1,1,1.0,1,1,0,0.0,1,2,0,0,1,1,0,0,1,2,0,1
FOX,5,3,England drive forward but Kieran Trippier is judged offside.,Offside,"[4:17] Declan Rice under pressure, carries the ball under pressure, plays a short pass along the ground to Kobbie Mainoo into the central attacking third, Kobbie Mainoo under pressure, carries the ball from the central attacking third into the right attacking third under pressure, plays a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball",26,0.3038902236148715,0.12989819049835202,0.0,0.3896945714950561,0.0,-0.1607851386070251,0.0133485384285449,0.1741336770355701,9,61,7,47,0,1,2,0,0.0,1,0,0,0.0,1,1,0,0.0,1,2,0,0,1,0,0,0,1,2,0,1
FOX,5,4,England drive forward but Kieran Trippier is judged offside.,Offside,"[4:47] Bart Verbruggen under pressure, delivers the free kick a short pass along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen, Bart Verbruggen under pressure, carries the ball under pressure, delivers the free kick a long pass forward to Denzel Dumfries",28,0.2897723758083143,0.12605121898804214,0.0123823412481954,0.328734278678894,0.037037037037037,-0.1607851386070251,0.0582790151238441,0.2190641537308693,9,62,7,48,1,1,4,0,0.0,1,0,0,0.0,1,2,0,0.0,1,4,0,0,1,0,0,0,1,6,0,4
FOX,7,1,Goal! Xavi Simons gives Netherlands a 1-0 lead in Dortmund.,Goal,"[6:35] Marc Guehi under pressure, plays a short pass through the air to Declan Rice, Declan Rice under pressure, carries the ball from the right midfield into the right defensive third - BUT LOSES IT! . Xavi Simons closes down Declan Rice . Declan Rice is dispossessed by Xavi Simons! . ⚽ GOOOAL! Xavi Simons scores! What a strike with the right foot! Netherlands now lead 1-0! His first goal of the tournament in the 6th minute!",39,0.3496991349900817,0.348304926176211,0.1865835078216737,0.730126142501831,0.1282051282051282,0.6848024725914001,0.0386842340230941,0.646118238568306,10,76,7,51,5,3,5,1,0.3333333333333333,1,1,1,1.0,1,3,1,1.0,3,5,0,0,1,1,0,0,1,3,0,0
FOX,7,2,Goal! Xavi Simons gives Netherlands a 1-0 lead in Dortmund.,Goal,"[6:42] The goalkeeper deals with it, Kobbie Mainoo under pressure, plays a long pass back along the ground to Jordan Pickford",40,0.1702485904097557,0.10381642977396648,0.0,0.3114492893218994,0.0,0.6848024725914001,0.0543475449085235,0.6304549276828766,10,21,7,14,0,3,2,0,0.0,1,0,0,0.0,1,2,1,1.0,3,2,0,0,1,0,0,0,1,2,0,0
FOX,7,3,Goal! Xavi Simons gives Netherlands a 1-0 lead in Dortmund.,Goal,"[6:01] Marc Guehi under pressure, plays a medium pass along the ground to Kieran Trippier, Kieran Trippier under pressure, carries the ball under pressure, plays a long ball forward through the air to Jude Bellingham into the right attacking third, but the pass doesn't find its target . Bart Verbruggen wins the ball back",36,0.1589294439181685,0.12031900882720947,0.0,0.3609570264816284,0.0,0.6848024725914001,-0.040436778217554,0.7252392508089542,10,54,7,40,0,3,4,0,0.0,1,0,0,0.0,1,1,0,0.0,3,4,0,0,1,0,0,0,1,2,0,1
FOX,7,4,Goal! Xavi Simons gives Netherlands a 1-0 lead in Dortmund.,Goal,"[6:11] Bart Verbruggen under pressure, plays a medium pass forward along the ground to Virgil van Dijk, Virgil van Dijk under pressure, plays a short pass along the ground to Jerdy Schouten, Jerdy Schouten under pressure, plays a short pass along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Memphis Depay",37,0.1455882750451564,0.07773739099502563,0.0,0.2332121729850769,0.0,0.6848024725914001,0.0339433997869491,0.650859072804451,10,68,7,54,0,3,5,0,0.0,1,0,0,0.0,1,1,0,0.0,3,5,0,0,1,0,0,0,1,4,0,3
FOX,7,5,Goal! Xavi Simons gives Netherlands a 1-0 lead in Dortmund.,Goal,"[6:21] Memphis Depay under pressure, plays a medium pass back along the ground to Stefan de Vrij, Stefan de Vrij under pressure, carries the ball under pressure, plays a medium pass along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball under pressure, plays a long pass forward along the ground to Denzel Dumfries",38,0.1408506040461361,0.07581237455209096,0.0,0.2274371236562729,0.0,0.6848024725914001,0.0207677651196718,0.6640347074717283,10,59,7,45,0,3,6,0,0.0,1,0,0,0.0,1,1,0,0.0,3,6,0,0,1,0,0,0,1,3,0,2
FOX,9,1,Felix Zwayer signals a free kick to England just outside Netherlands's area.,Free Kick,"[8:06] Xavi Simons closes down the ball carrier . Jude Bellingham wins the ball back under pressure, carries the ball under pressure, plays a dangerous short pass into the DANGER ZONE, INTERCEPTED! England loses the ball . Crucial block by Donyell Malen!",42,0.3257048165036303,0.13543656190012057,0.0180942167108837,0.3604376912117004,0.0277777777777777,0.1097869202494621,0.0062965005636215,0.1034904196858406,12,42,10,32,1,1,3,0,0.0,2,1,1,0.5,1,2,0,0.0,1,3,0,0,2,1,0,0,1,2,0,0
FOX,9,2,Felix Zwayer signals a free kick to England just outside Netherlands's area.,Free Kick,"[8:30] Jude Bellingham is fouled ⏸️ PLAY STOPPED - Jude Bellingham (England) is down injured Player Off - Jude Bellingham, Phil Foden under pressure, delivers the free kick a long ball forward through the air into the central attacking third, INTERCEPTED! England loses the ball . Nathan Aké clears the danger",45,0.2794612770193331,0.2046823840887695,0.0729100484152836,0.464214026927948,0.0769230769230769,0.1097869202494621,-0.3864151239395141,0.4962020441889763,12,51,10,38,3,1,4,0,0.0,2,1,1,0.5,1,2,1,1.0,1,4,0,0,2,2,0,1,1,2,0,0
FOX,9,3,Felix Zwayer signals a free kick to England just outside Netherlands's area.,Free Kick,"[8:15] Kieran Trippier under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Jude Bellingham into the DANGER ZONE, Jude Bellingham under pressure, carries the ball under pressure, plays a short pass back along the ground to Declan Rice, Declan Rice under pressure, carries the ball",43,0.2651967574928092,0.09274257236373257,0.0255025927320669,0.2527251243591308,0.0,0.1097869202494621,-0.1076537668704986,0.2174406871199607,12,52,10,41,0,1,3,0,0.0,2,0,0,0.0,1,1,0,0.0,1,3,0,0,2,0,0,0,1,2,0,1
FOX,9,4,Felix Zwayer signals a free kick to England just outside Netherlands's area.,Free Kick,"[8:25] Kobbie Mainoo under pressure, plays a medium pass forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the central attacking third . Stefan de Vrij under pressure, plays a short pass through the air to Donyell Malen, Donyell Malen under pressure, carries the ball loses control under pressure!",44,0.2579940516965064,0.09686478183885056,0.0248486759132039,0.2657456696033478,0.0,0.1097869202494621,-0.1488312184810638,0.2586181387305259,12,65,10,49,0,1,5,0,0.0,2,0,0,0.0,1,1,0,0.0,1,5,0,0,2,0,0,0,1,3,0,2
FOX,11,1,Felix Zwayer blows against England's Kieran Trippier for offside.,Offside,"[10:44] Bukayo Saka is fouled, Kieran Trippier under pressure, delivers the free kick a long ball forward through the air to Declan Rice into the right attacking third, Declan Rice receives under pressure in the right attacking third under pressure, carries the ball under pressure, delivers the free kick a dangerous short pass along the ground into the central attacking third, INTERCEPTED! England loses the ball",47,0.3922289700077723,0.20346793244504272,0.0400224056423223,0.4893003106117248,0.081081081081081,-0.1979106664657592,-0.1564227491617202,0.041487917304039,9,66,8,51,3,2,3,1,0.5,1,1,1,1.0,1,3,0,0.0,2,3,0,0,1,1,0,0,1,4,0,1
FOX,11,2,Felix Zwayer signals a free kick to England.,Free Kick,"[10:44] Bukayo Saka is fouled, Kieran Trippier under pressure, delivers the free kick a long ball forward through the air to Declan Rice into the right attacking third, Declan Rice receives under pressure in the right attacking third under pressure, carries the ball under pressure, delivers the free kick a dangerous short pass along the ground into the central attacking third, INTERCEPTED! England loses the ball",47,0.3366545176510236,0.21424127598659473,0.0988082232662352,0.4582013189792633,0.0857142857142857,0.1396830081939697,-0.1564227491617202,0.29610575735569,8,66,6,51,3,1,3,0,0.0,1,1,1,1.0,1,3,1,1.0,1,3,0,0,1,1,0,0,1,4,0,1
FOX,11,3,Felix Zwayer blows against England's Kieran Trippier for offside.,Offside,"[10:38] Bukayo Saka wins the ball back under pressure, drives forward with the ball from the left midfield into the central attacking third - BUT LOSES IT! . Cody Mathès Gakpo closes down Bukayo Saka ⚠️ FOUL by Cody Mathès Gakpo in the central defensive third",46,0.3150572776794433,0.11659992734591167,0.0,0.349799782037735,0.0,-0.1979106664657592,-0.1083399951457977,0.0895706713199615,9,45,8,31,0,2,2,0,0.0,1,0,0,0.0,1,1,0,0.0,2,2,0,0,1,0,0,0,1,1,0,0
FOX,11,4,Felix Zwayer signals a free kick to England.,Free Kick,"[10:38] Bukayo Saka wins the ball back under pressure, drives forward with the ball from the left midfield into the central attacking third - BUT LOSES IT! . Cody Mathès Gakpo closes down Bukayo Saka ⚠️ FOUL by Cody Mathès Gakpo in the central defensive third",46,0.2603290751576423,0.09644643465677898,0.0,0.2893393039703369,0.0,0.1396830081939697,-0.1083399951457977,0.2480230033397674,8,45,6,31,0,1,2,0,0.0,1,0,0,0.0,1,1,0,0.0,1,2,0,0,1,0,0,0,1,1,0,0
FOX,12,1,"Felix Zwayer signals a throw-in for England, close to Netherlands's area.",General,"[11:59] Kieran Trippier receives under pressure in the right attacking third . Stefan de Vrij under pressure, delivers the free kick a long pass along the ground to Bart Verbruggen",48,0.3238362525253398,0.12088628915931156,0.0518986078496388,0.3107602596282959,0.0,0.0729661881923675,0.005652330815792,0.0673138573765754,11,30,8,21,0,1,4,0,0.0,2,0,0,0.0,1,2,0,0.0,1,4,0,0,2,0,0,0,1,2,0,0
FOX,13,1,"England drives forward and Harry Kane gets in a shot. Without netting, however.",General,"[12:36] Jude Bellingham under pressure, carries the ball under pressure, plays a long pass along the ground to Harry Kane into the central attacking third, Harry Kane under pressure, carries the ball After carrying forward, Harry Kane under pressure, shoots with the right foot from the central attacking third from long range (32m) - SAVED by the goalkeeper! Parried away!",52,0.4376642640305764,0.26124331995821093,0.0918155008050629,0.6085811257362366,0.0833333333333333,0.0732011422514915,0.1062740460038185,0.0330729037523269,13,60,10,45,3,2,3,1,0.5,1,0,0,0.0,1,3,0,0.0,2,3,0,0,1,0,0,0,1,3,0,0
FOX,13,2,Throw-in for England close to the penalty box.,General,"[12:36] Jude Bellingham under pressure, carries the ball under pressure, plays a long pass along the ground to Harry Kane into the central attacking third, Harry Kane under pressure, carries the ball After carrying forward, Harry Kane under pressure, shoots with the right foot from the central attacking third from long range (32m) - SAVED by the goalkeeper! Parried away!",52,0.3751311079537818,0.17706485352594967,0.1273044276737963,0.4038901329040527,0.0,0.0756039172410965,0.1062740460038185,0.030670128762722,8,60,5,45,0,1,3,0,0.0,1,0,0,0.0,2,3,0,0.0,1,3,0,0,1,0,0,0,2,3,0,0
FOX,13,3,Throw-in for England close to the penalty box.,General,"[12:59] John Stones under pressure, carries the ball under pressure, plays a short pass forward along the ground to Phil Foden, Phil Foden under pressure, carries the ball under pressure, plays a medium pass back along the ground to Declan Rice, Declan Rice under pressure, carries the ball from the central midfield into the right midfield",54,0.3500710960081791,0.15175427081373993,0.1346813762839933,0.3205814361572265,0.0,0.0756039172410965,0.0206254888325929,0.0549784284085035,8,56,5,43,0,1,3,0,0.0,1,0,0,0.0,2,1,0,0.0,1,3,0,0,1,0,0,0,2,2,0,1
FOX,13,4,Throw-in for England close to the penalty box.,General,"[12:18] Bart Verbruggen under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen . Jude Bellingham closes down Virgil van Dijk",49,0.3406470312235133,0.1388724491572879,0.1258494393755503,0.2907679080963135,0.0,0.0756039172410965,0.0215746946632862,0.0540292225778102,8,55,5,43,0,1,4,0,0.0,1,0,0,0.0,2,2,0,0.0,1,4,0,0,1,0,0,0,2,4,0,2
FOX,13,5,"England drives forward and Harry Kane gets in a shot. Without netting, however.",General,"[12:59] John Stones under pressure, carries the ball under pressure, plays a short pass forward along the ground to Phil Foden, Phil Foden under pressure, carries the ball under pressure, plays a medium pass back along the ground to Declan Rice, Declan Rice under pressure, carries the ball from the central midfield into the right midfield",54,0.3402914153966622,0.13791377166851573,0.0114970143939898,0.3699862360954284,0.032258064516129,0.0732011422514915,0.0206254888325929,0.0525756534188985,13,56,10,43,1,2,3,0,0.0,1,0,0,0.0,1,1,0,0.0,2,3,0,0,1,0,0,0,1,2,0,1
FOX,13,6,Throw-in for England close to the penalty box.,General,"[12:40] The goalkeeper deals with it . Kieran Trippier under pressure, plays a dangerous medium pass back to Marc Guehi into the DANGER ZONE, Marc Guehi under pressure, plays a short pass along the ground to Kobbie Mainoo, Kobbie Mainoo under pressure, carries the ball under pressure, plays a short pass back along the ground to Declan Rice",53,0.327400450457761,0.16444806860503794,0.1327211441581619,0.3606230616569519,0.0,0.0756039172410965,-0.1081384867429733,0.1837424039840698,8,58,5,43,0,1,4,0,0.0,1,0,0,0.0,2,2,0,0.0,1,4,0,0,1,0,0,0,2,4,0,2
