data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FLASHSCORE,1,10,"Today's match has just started, enjoy the game!",Kick Off,"[0:09] Pavel Šulc under pressure, carries the ball under pressure, plays a medium pass along the ground to Vladimír Coufal, Vladimír Coufal under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Pavel Šulc into the left attacking third, but the pass doesn't find its target . Nuno Mendes intercepts!",3,0.0894014641038856,0.12156270461178902,0.1023976658850039,0.2622904479503631,0.0,0.9681601524353028,-0.0389221049845218,1.0070822574198246,8,56,6,42,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,3,0,2
FLASHSCORE,1,11,"Today's match has just started, enjoy the game!",Kick Off,"[0:17] Pavel Šulc under pressure, plays a short pass along the ground to Vladimír Coufal . Bruno Miguel Borges Fernandes closes down Pavel Šulc . Vladimír Coufal under pressure, carries the ball is dispossessed by Bruno Miguel Borges Fernandes! . Bruno Miguel Borges Fernandes in the duel",4,0.0885813261704798,0.12111228547323492,0.0617618513652309,0.3015750050544739,0.0,0.9681601524353028,-0.0408513993024826,1.0090115517377851,8,47,6,35,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,1,0,0
FLASHSCORE,1,12,"Today's match has just started, enjoy the game!",Kick Off,"[0:20] Patrik Schick takes on the defender under pressure, drives forward with the ball - BUT LOSES IT! . João Pedro Cavaco Cancelo closes down Patrik Schick . Patrik Schick loses control under pressure! . Bruno Miguel Borges Fernandes wins the ball back",5,0.0676067119799029,0.13954821009926943,0.0712345176784083,0.3474101126194,0.0,0.9681601524353028,-0.1800576299428939,1.1482177823781967,8,43,6,31,0,1,3,0,0.0,0,0,0,0.0,0,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,1,13,"Today's match has just started, enjoy the game!",Kick Off,"[0:38] Lukáš Provod under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Vladimír Coufal into the DANGER ZONE, Vladimír Coufal receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Tomáš Souček into the DANGER ZONE",7,0.0594504630053447,0.11309724125390663,0.1090023986436551,0.2302893251180648,0.0,0.9681601524353028,-0.1333297193050384,1.1014898717403412,8,57,6,44,0,1,2,0,0.0,0,0,0,0.0,0,1,0,0.0,1,2,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,14,"Today's match has just started, enjoy the game!",Kick Off,"[0:30] Lukáš Provod receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Bruno Miguel Borges Fernandes closes down Lukáš Provod . Lukáš Provod under MASSIVE pressure, plays a dangerous short pass along the ground to Vladimír Coufal into the DANGER ZONE, Vladimír Coufal receives under pressure in the left attacking third",6,-0.0033464780311971,0.10939485154401074,0.0866606927469614,0.2415238618850708,0.0,0.9681601524353028,-0.3734103143215179,1.341570466756821,8,60,6,45,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,1,0,0
FLASHSCORE,3,1,A cross is clipped into the penalty area by Bernardo Silva (Portugal) but poses no threat.,General,"[2:11] From the goal kick, Rafael Alexandre Conceição Leão under pressure, plays a short pass along the ground to Bruno Miguel Borges Fernandes into the right attacking third, From the goal kick, Bruno Miguel Borges Fernandes under pressure, plays a medium pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva into the central attacking third, Bernardo Mota Veiga de Carvalho e Silva receives under pressure in the central attacking third under pressure, carries the ball - NOW IN THE DANGER ZONE! From the goal kick, Bernardo Mota Veiga de Carvalho e Silva under pressure, plays a dangerous long ball forward through the air to Cristiano Ronaldo dos Santos Aveiro into the left attacking third, but it goes out of play",13,0.3998806367989526,0.2230008025204003,0.1753105535177606,0.4391463994979858,0.0545454545454545,-0.0479288697242736,0.021550990641117,0.0694798603653907,16,124,10,90,3,1,8,1,1.0,1,0,0,0.0,2,3,0,0.0,1,8,0,0,1,0,0,0,2,8,0,5
FLASHSCORE,3,2,A cross is clipped into the penalty area by Bernardo Silva (Portugal) but poses no threat.,General,"[2:52] João Pedro Cavaco Cancelo under pressure, carries the ball - BUT LOSES IT! . Patrik Schick closes down João Pedro Cavaco Cancelo . João Pedro Cavaco Cancelo under MASSIVE pressure, plays a long pass back to Nuno Mendes, Nuno Mendes under pressure, carries the ball under pressure, plays a medium pass forward along the ground to João Pedro Cavaco Cancelo",16,0.3424272370076911,0.14199555920054333,0.0452271701839512,0.3807595074176788,0.0,-0.0479288697242736,-0.1042065992951393,0.0562777295708656,16,61,10,48,0,1,3,0,0.0,1,0,0,0.0,2,1,0,0.0,1,3,0,0,1,0,0,0,2,2,0,1
FLASHSCORE,3,3,A cross is clipped into the penalty area by Bernardo Silva (Portugal) but poses no threat.,General,"[2:45] Bruno Miguel Borges Fernandes under pressure, carries the ball - BUT LOSES IT! . Tomáš Souček closes down Bruno Miguel Borges Fernandes . Bruno Miguel Borges Fernandes under MASSIVE pressure, plays a medium pass along the ground to José Diogo Dalot Teixeira, José Diogo Dalot Teixeira under pressure, carries the ball under pressure, plays a short pass along the ground to Bruno Miguel Borges Fernandes",15,0.3360695750612509,0.12891967658844153,0.0536923278762865,0.3330667018890381,0.0,-0.0479288697242736,-0.0904095992445945,0.0424807295203208,16,66,10,52,0,1,2,0,0.0,1,0,0,0.0,2,1,0,0.0,1,2,0,0,1,0,0,0,2,2,0,1
FLASHSCORE,3,4,A cross is clipped into the penalty area by Bernardo Silva (Portugal) but poses no threat.,General,"[2:44] Rúben Santos Gato Alves Dias closes down Jindřich Staněk . Jan Kuchta under pressure, carries the ball loses control under pressure! . Bruno Miguel Borges Fernandes wins the ball back",14,0.3219251261407237,0.09848030921540007,0.0449183141208096,0.2505226135253906,0.0,-0.0479288697242736,-0.0401884466409683,0.0077404230833053,16,31,10,26,0,1,3,0,0.0,1,0,0,0.0,2,0,0,0.0,1,3,0,0,1,0,0,0,2,0,0,0
FLASHSCORE,4,1,Pavel Sulc (Czech Republic) gets on the end of a pass on the edge of the box but his shot is blocked.,General,"[3:35] Patrik Schick under pressure, carries the ball From the goal kick, Patrik Schick under pressure, plays a long pass forward along the ground to Pavel Šulc into the central attacking third, Pavel Šulc receives under pressure in the central attacking third under pressure, carries the ball After carrying forward, Pavel Šulc under pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!",19,0.4650942963034359,0.3092583530208068,0.2187599989469156,0.6279339790344238,0.081081081081081,-0.0358842797577381,-0.1032821536064148,0.0673978738486766,22,65,11,49,3,2,3,0,0.0,1,0,0,0.0,3,4,2,0.6666666666666666,2,3,0,0,1,0,0,0,3,4,0,0
FLASHSCORE,4,2,Pavel Sulc (Czech Republic) gets on the end of a pass on the edge of the box but his shot is blocked.,General,"[3:39] Crucial block by Vitor Machado Ferreira!, The goalkeeper deals with it . ⚠️ FOUL by Pavel Šulc in the central attacking third",20,0.4467115440964821,0.26593711247048424,0.1462372518234122,0.6080958247184753,0.0434782608695652,-0.0358842797577381,-0.0249191187322139,0.0109651610255241,22,22,11,13,1,2,2,0,0.0,1,0,0,0.0,3,3,1,0.3333333333333333,2,2,0,0,1,0,0,0,3,3,0,0
FLASHSCORE,4,3,Pavel Sulc (Czech Republic) gets on the end of a pass on the edge of the box but his shot is blocked.,General,"[3:26] Jindřich Staněk under pressure, carries the ball From the goal kick, Jindřich Staněk under pressure, plays a long ball forward through the air to Patrik Schick, but the pass doesn't find its target . From the goal kick, Nuno Mendes under pressure, plays a short pass forward through the air to Bruno Miguel Borges Fernandes, but the pass doesn't find its target . Lukáš Provod wins the ball back under pressure, drives forward with the ball from the central midfield into the central attacking third - BUT LOSES IT!",18,0.4464858504407855,0.27114939744581795,0.2679327717484128,0.5242388248443604,0.0212765957446808,-0.0358842797577381,-0.0083794891834259,0.0275047905743122,22,90,11,61,1,2,5,0,0.0,1,0,0,0.0,3,3,1,0.3333333333333333,2,5,0,0,1,0,0,0,3,7,0,4
FLASHSCORE,4,4,"A pass by Bruno Fernandes (Portugal) ends up in no man's land, and the attacking effort comes to an end.",General,"[3:07] Bruno Miguel Borges Fernandes receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous long pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva into the left attacking third, but it goes out of play, José Diogo Dalot Teixeira closes down the ball carrier . David Doudera shields the ball",17,0.4413549331037852,0.2719232761639559,0.1761707229056914,0.5526425838470459,0.0869565217391304,-0.0927784964442253,-0.0424284003674984,0.0503500960767269,20,63,11,47,4,1,6,1,1.0,1,0,0,0.0,2,1,1,0.5,1,6,0,0,1,0,0,0,2,1,0,0
FLASHSCORE,4,5,"A pass by Bruno Fernandes (Portugal) ends up in no man's land, and the attacking effort comes to an end.",General,"[3:26] Jindřich Staněk under pressure, carries the ball From the goal kick, Jindřich Staněk under pressure, plays a long ball forward through the air to Patrik Schick, but the pass doesn't find its target . From the goal kick, Nuno Mendes under pressure, plays a short pass forward through the air to Bruno Miguel Borges Fernandes, but the pass doesn't find its target . Lukáš Provod wins the ball back under pressure, drives forward with the ball from the central midfield into the central attacking third - BUT LOSES IT!",18,0.4261905178118977,0.2630536928361301,0.1644348155488234,0.5338171720504761,0.0909090909090909,-0.0927784964442253,-0.0083794891834259,0.0843990072607994,20,90,11,61,4,1,5,1,1.0,1,0,0,0.0,2,3,1,0.5,1,5,0,0,1,0,0,0,2,7,0,4
FLASHSCORE,4,6,Pavel Sulc (Czech Republic) gets on the end of a pass on the edge of the box but his shot is blocked.,General,"[3:07] Bruno Miguel Borges Fernandes receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous long pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva into the left attacking third, but it goes out of play, José Diogo Dalot Teixeira closes down the ball carrier . David Doudera shields the ball",17,0.418627625973675,0.22701820816815346,0.2380910742190432,0.4225553870201111,0.0204081632653061,-0.0358842797577381,-0.0424284003674984,0.0065441206097602,22,63,11,47,1,2,6,0,0.0,1,0,0,0.0,3,1,1,0.3333333333333333,2,6,0,0,1,0,0,0,3,1,0,0
FLASHSCORE,4,7,"A pass by Bruno Fernandes (Portugal) ends up in no man's land, and the attacking effort comes to an end.",General,"[3:39] Crucial block by Vitor Machado Ferreira!, The goalkeeper deals with it . ⚠️ FOUL by Pavel Šulc in the central attacking third",20,0.4042926737759414,0.22834335760525903,0.1643523767121421,0.4771994352340698,0.0434782608695652,-0.0927784964442253,-0.0249191187322139,0.0678593777120113,20,22,11,13,1,1,2,0,0.0,1,0,0,0.0,2,3,0,0.0,1,2,0,0,1,0,0,0,2,3,0,0
FLASHSCORE,4,8,"A pass by Bruno Fernandes (Portugal) ends up in no man's land, and the attacking effort comes to an end.",General,"[3:35] Patrik Schick under pressure, carries the ball From the goal kick, Patrik Schick under pressure, plays a long pass forward along the ground to Pavel Šulc into the central attacking third, Pavel Šulc receives under pressure in the central attacking third under pressure, carries the ball After carrying forward, Pavel Šulc under pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!",19,0.3777694060960147,0.17386042718208275,0.1235073479197723,0.3454423546791076,0.0526315789473684,-0.0927784964442253,-0.1032821536064148,0.0105036571621894,20,65,11,49,2,1,3,0,0.0,1,0,0,0.0,2,4,1,0.5,1,3,0,0,1,0,0,0,2,4,0,0
FLASHSCORE,4,9,The referee blows his whistle after Pavel Sulc (Czech Republic) does a good impression of a basketball player and handles the ball.,General,"[3:35] Patrik Schick under pressure, carries the ball From the goal kick, Patrik Schick under pressure, plays a long pass forward along the ground to Pavel Šulc into the central attacking third, Pavel Šulc receives under pressure in the central attacking third under pressure, carries the ball After carrying forward, Pavel Šulc under pressure, shoots with the right foot from a DANGEROUS position - BLOCKED!",19,0.247524507662924,0.2514653110785907,0.196691472614892,0.4827044606208801,0.075,0.6610157489776611,-0.1032821536064148,0.7642979025840759,22,65,14,49,3,2,3,0,0.0,1,0,0,0.0,0,4,0,0.0,2,3,0,0,1,0,0,0,0,4,0,0
FLASHSCORE,4,10,The referee blows his whistle after Pavel Sulc (Czech Republic) does a good impression of a basketball player and handles the ball.,General,"[3:26] Jindřich Staněk under pressure, carries the ball From the goal kick, Jindřich Staněk under pressure, plays a long ball forward through the air to Patrik Schick, but the pass doesn't find its target . From the goal kick, Nuno Mendes under pressure, plays a short pass forward through the air to Bruno Miguel Borges Fernandes, but the pass doesn't find its target . Lukáš Provod wins the ball back under pressure, drives forward with the ball from the central midfield into the central attacking third - BUT LOSES IT!",18,0.2373794672961715,0.2063043691152577,0.2038997451765074,0.3950133621692657,0.02,0.6610157489776611,-0.0083794891834259,0.669395238161087,22,90,14,61,1,2,5,0,0.0,1,0,0,0.0,0,3,0,0.0,2,5,0,0,1,0,0,0,0,7,0,4
FLASHSCORE,4,11,The referee blows his whistle after Pavel Sulc (Czech Republic) does a good impression of a basketball player and handles the ball.,General,"[3:39] Crucial block by Vitor Machado Ferreira!, The goalkeeper deals with it . ⚠️ FOUL by Pavel Šulc in the central attacking third",20,0.2191701428728451,0.1875384797337519,0.1206626421185014,0.4034912586212158,0.0384615384615384,0.6610157489776611,-0.0249191187322139,0.6859348677098751,22,22,14,13,1,2,2,0,0.0,1,0,0,0.0,0,3,0,0.0,2,2,0,0,1,0,0,0,0,3,0,0
FLASHSCORE,4,12,The referee blows his whistle after Pavel Sulc (Czech Republic) does a good impression of a basketball player and handles the ball.,General,"[3:07] Bruno Miguel Borges Fernandes receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous long pass forward along the ground to Bernardo Mota Veiga de Carvalho e Silva into the left attacking third, but it goes out of play, José Diogo Dalot Teixeira closes down the ball carrier . David Doudera shields the ball",17,0.1918479881814412,0.1569453673569748,0.1964629421121584,0.2551423907279968,0.0192307692307692,0.6610157489776611,-0.0424284003674984,0.7034441493451595,22,63,14,47,1,2,6,0,0.0,1,0,0,0.0,0,1,0,0.0,2,6,0,0,1,0,0,0,0,1,0,0
FLASHSCORE,6,1,"Vitinha (Portugal) takes the corner, but the opposition's defence is ready and clears the ball to safety.",Corner,"[5:15] Nuno Mendes under pressure, drives forward with the ball from the right midfield into the right attacking third under pressure, plays a medium pass forward along the ground to Rafael Alexandre Conceição Leão, but the pass doesn't find its target, Rafael Alexandre Conceição Leão closes down the ball carrier receives under pressure in the right attacking third . Vladimír Coufal clears the danger",27,0.4315953804744515,0.30484138809220446,0.3305827761464253,0.533941388130188,0.05,0.1583809554576873,-0.0297616869211196,0.188142642378807,17,64,10,47,2,1,3,0,0.0,1,0,0,0.0,1,1,0,0.0,1,3,0,0,1,0,0,0,1,2,0,1
FLASHSCORE,6,2,"Vitinha (Portugal) takes the corner, but the opposition's defence is ready and clears the ball to safety.",Corner,"[5:00] Rúben Santos Gato Alves Dias under pressure, plays a medium pass back along the ground to Kléper Laveran Lima Ferreira, Kléper Laveran Lima Ferreira under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Rúben Santos Gato Alves Dias, Rúben Santos Gato Alves Dias under pressure, carries the ball under pressure, plays a short pass along the ground to Vitor Machado Ferreira",26,0.3674512022946198,0.19679341363760097,0.1774827136949379,0.381647527217865,0.03125,0.1583809554576873,0.0378055237233638,0.1205754317343235,17,69,10,57,1,1,2,0,0.0,1,0,0,0.0,1,1,0,0.0,1,3,0,1,1,0,0,0,1,3,0,2
FLASHSCORE,8,1,"Rafael Leao somehow manages to send in a good cross towards the centre of the box from an acute angle, but the header from Cristiano Ronaldo (Portugal) flies well wide of the left post.",Shot,"[7:22] Vitor Machado Ferreira under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Rafael Alexandre Conceição Leão into the right attacking third, Rafael Alexandre Conceição Leão under pressure, drives forward with the ball - BUT LOSES IT! . Vladimír Coufal closes down Rafael Alexandre Conceição Leão . Rafael Alexandre Conceição Leão under MASSIVE pressure, plays a dangerous medium pass through the air to Cristiano Ronaldo dos Santos Aveiro into the central attacking third",38,0.3361985061803493,0.27950395799200173,0.2087004158218471,0.5752660036087036,0.0545454545454545,0.3452823162078857,-0.1484355330467224,0.4937178492546081,34,80,21,63,3,2,5,1,0.5,1,0,0,0.0,2,1,0,0.0,2,5,0,0,1,0,0,0,2,2,0,1
FLASHSCORE,8,2,"Rafael Leao somehow manages to send in a good cross towards the centre of the box from an acute angle, but the header from Cristiano Ronaldo (Portugal) flies well wide of the left post.",Shot,"[7:32] The goalkeeper deals with it From the goal kick, Jindřich Staněk under pressure, plays a long ball forward through the air to Jan Kuchta",39,0.3257643760990575,0.21122031893186774,0.246485575611979,0.3871753811836242,0.0,0.3452823162078857,0.0146788638085126,0.330603452399373,34,25,21,16,0,2,2,0,0.0,1,0,0,0.0,2,2,0,0.0,2,2,0,0,1,0,0,0,2,3,0,1
FLASHSCORE,8,3,"Rafael Leao somehow manages to send in a good cross towards the centre of the box from an acute angle, but the header from Cristiano Ronaldo (Portugal) flies well wide of the left post.",Shot,"[7:15] Robin Hranáč under pressure, carries the ball under pressure, plays a medium pass back along the ground to Ladislav Krejčí, Ladislav Krejčí under pressure, carries the ball under pressure, plays a long pass forward along the ground to Tomáš Holeš, but the pass doesn't find its target . Rafael Alexandre Conceição Leão under pressure, plays a short pass along the ground to Vitor Machado Ferreira",37,0.3247957892211718,0.2505426570100841,0.188692966601311,0.5425268411636353,0.0204081632653061,0.3452823162078857,-0.1071624979376792,0.452444814145565,34,66,21,50,1,2,4,0,0.0,1,0,0,0.0,2,1,0,0.0,2,4,0,0,1,0,0,0,2,4,0,3
FLASHSCORE,8,4,"Rafael Leao somehow manages to send in a good cross towards the centre of the box from an acute angle, but the header from Cristiano Ronaldo (Portugal) flies well wide of the left post.",Shot,"[7:06] Robin Hranáč under pressure, carries the ball under pressure, plays a medium pass along the ground to Tomáš Holeš, Tomáš Holeš under pressure, carries the ball under pressure, plays a short pass along the ground to Ladislav Krejčí . Bruno Miguel Borges Fernandes closes down Tomáš Holeš",36,0.303679617953333,0.19019997975830596,0.145101274895798,0.4254986643791199,0.0,0.3452823162078857,-0.0105991512537002,0.355881467461586,34,48,21,38,0,2,3,0,0.0,1,0,0,0.0,2,1,0,0.0,2,3,0,0,1,0,0,0,2,2,0,1
FLASHSCORE,11,1,"Lukas Provod (Czech Republic) looks to break free, but his touch lets him down and he loses the ball.",General,"[10:59] Bruno Miguel Borges Fernandes under pressure, plays a short pass through the air to Vitor Machado Ferreira, but the pass doesn't find its target . Pavel Šulc under pressure, plays a short pass through the air to Lukáš Provod, but the pass doesn't find its target . Vitor Machado Ferreira wins the ball back",54,0.3759952564656253,0.2443769878307337,0.1392660423310945,0.5367220640182495,0.0571428571428571,-0.2986969947814941,-0.0695470571517944,0.2291499376296997,19,55,13,39,2,2,4,1,0.5,1,0,0,0.0,0,1,0,0.0,2,4,0,0,1,0,0,0,0,4,0,3
FLASHSCORE,11,2,"Lukas Provod (Czech Republic) looks to break free, but his touch lets him down and he loses the ball.",General,"[10:52] Bernardo Mota Veiga de Carvalho e Silva closes down Vladimír Coufal . Tomáš Souček under pressure, carries the ball under pressure, plays a short pass along the ground to Vladimír Coufal, Vladimír Coufal under pressure, carries the ball under pressure, plays a medium pass through the air to Robin Hranáč",53,0.3284469929330667,0.2017576772462156,0.1141014299928295,0.4356160461902618,0.0555555555555555,-0.2986969947814941,-0.007211934775114,0.2914850600063801,19,51,13,39,2,2,5,0,0.0,1,0,0,0.0,0,1,0,0.0,2,5,0,0,1,0,0,0,0,2,0,1
FLASHSCORE,11,3,"Lukas Provod (Czech Republic) looks to break free, but his touch lets him down and he loses the ball.",General,"[10:17] From the goal kick, Rúben Santos Gato Alves Dias under pressure, plays a long ball forward through the air to Nuno Mendes, Nuno Mendes under pressure, drives forward with the ball from the right defensive third into the right midfield From the goal kick, Nuno Mendes under pressure, plays a long pass forward along the ground to Cristiano Ronaldo dos Santos Aveiro into the right attacking third . Robin Hranáč closes down Nuno Mendes . Cristiano Ronaldo dos Santos Aveiro receives under pressure in the right attacking third",52,0.3170911168908811,0.19543644317067146,0.115397672589532,0.4283584654331207,0.0425531914893617,-0.2986969947814941,0.019247867166996,0.3179448619484901,19,89,13,68,2,2,6,0,0.0,1,0,0,0.0,0,3,0,0.0,2,6,0,0,1,0,0,0,0,5,0,2
FLASHSCORE,12,1,"Bruno Fernandes (Portugal) sends a cross into the box, but Jindrich Stanek comes off his line to gather the ball.",General,"[11:32] Bruno Miguel Borges Fernandes under pressure, plays a long ball forward through the air to Cristiano Ronaldo dos Santos Aveiro into the central attacking third, but the pass doesn't find its target, Cristiano Ronaldo dos Santos Aveiro receives under pressure in the central attacking third . Jindřich Staněk wins the ball back",58,0.4757605213294829,0.32009181002714965,0.2443767017107824,0.6158987283706665,0.1,0.0324520803987979,-0.0247812643647193,0.0572333447635173,20,53,14,41,4,2,3,1,0.5,1,0,0,0.0,1,1,0,0.0,2,3,0,0,1,0,0,0,1,1,0,0
